"","so_PID","so_SHORTNAME","so_NAME","so_ratioWave","so_allTWave","int","class_id","CLASS_ID","CLASS_TERM","UCLASS_ID","UCLASS_TERM"
"166","Q8WUX1","SLC38A5","Sodium-coupled neutral amino acid transporter 5",6.33675070735161,0.00051678059,"PE","PC00227","PC00227","transporter","PC00227","transporter"
"167","Q969S8","HDAC10","Histone deacetylase 10",6.27520458929987,0.0010000729,"DM|RE",NA,NA,"Unclassified",NA,"Unclassified"
"168","Q9NVU7","SDAD1","Protein SDA1 homolog",6.24619393029372,0.00036844346,"PE",NA,NA,"Unclassified",NA,"Unclassified"
"169","Q00341","HDLBP","Vigilin",6.21707799726829,0.0005420032,"PE","PC00031","PC00031","RNA metabolism protein","PC00031","RNA metabolism protein"
"170","P60953","CDC42","Cell division control protein 42 homolog",6.18938255936607,0.00017626828,"PE","PC00208","PC00095","G-protein","PC00020","protein-binding activity modulator"
"171","P54289","CACNA2D1","Voltage-dependent calcium channel subunit alpha-2/delta-1",6.18339527760656,1.1512647e-05,"PE","PC00133","PC00133","ion channel","PC00227","transporter"
"172","Q8NFJ5","GPRC5A","Retinoic acid-induced protein 3",6.1331347465928,0.00032751329,"PE","PC00021","PC00021","G-protein coupled receptor","PC00197","transmembrane signal receptor"
"173","P49006","MARCKSL1","MARCKS-related protein",6.09218868700704,4.6115324e-06,"PE",NA,NA,"Unclassified",NA,"Unclassified"
"174","O00264","PGRMC1","Membrane-associated progesterone receptor component 1",6.06144822071141,0.00028000388,"PE","PC00197","PC00197","transmembrane signal receptor","PC00197","transmembrane signal receptor"
"175","Q58FF8","HSP90AB2P","Putative heat shock protein HSP 90-beta 2",6.03184289638945,2.7451673e-05,"PE","PC00028","PC00028","Hsp90 family chaperone","PC00072","chaperone"
"176","P01111","NRAS","GTPase NRas",5.9945548107926,0.003093069,"PE","PC00020","PC00020","G-protein","PC00095","protein-binding activity modulator"
"177","P04406","GAPDH","Glyceraldehyde-3-phosphate dehydrogenase",5.96014142037009,2.5217963e-05,"PE","PC00262","PC00262","metabolite interconversion enzyme","PC00262","metabolite interconversion enzyme"
"178","P00338","LDHA","L-lactate dehydrogenase A chain",5.95702134745368,0.00073704281,"PE|RE","PC00262","PC00262","metabolite interconversion enzyme","PC00262","metabolite interconversion enzyme"
"179","Q9NRX5","SERINC1","Serine incorporator 1",5.94939400688421,0.0017800898,"DM","PC00095","PC00095","protein-binding activity modulator","PC00095","protein-binding activity modulator"
"180","O43491","EPB41L2","Band 4.1-like protein 2",5.93063412641003,7.7270925e-05,"PE","PC00165","PC00085","actin or actin-binding cytoskeletal protein","PC00041","cytoskeletal protein"
"181","Q9BTV4","TMEM43","Transmembrane protein 43",5.92867058124637,8.7525032e-06,"PE",NA,NA,"Unclassified",NA,"Unclassified"
"182","P07900","HSP90AA1","Heat shock protein HSP 90-alpha",5.9017708522897,2.0818647e-06,"PE","PC00028","PC00028","Hsp90 family chaperone","PC00072","chaperone"
"183","Q12797","ASPH","Aspartyl/asparaginyl beta-hydroxylase",5.87890854228305,0.00021615163,"PE","PC00260","PC00260","protein modifying enzyme","PC00260","protein modifying enzyme"
"184","P00367","GLUD1","Glutamate dehydrogenase 1, mitochondrial",5.84173870426552,0.00038157139,"PE","PC00176","PC00176","oxidoreductase","PC00262","metabolite interconversion enzyme"
"185","P61604","HSPE1","10 kDa heat shock protein, mitochondrial",5.82306506270217,0.0040193726,"PE","PC00073","PC00073","chaperonin","PC00072","chaperone"
"186","P29966","MARCKS","Myristoylated alanine-rich C-kinase substrate",5.81230586203446,0.0015530882,"PE",NA,NA,"Unclassified",NA,"Unclassified"
"187","P62937","PPIA","Peptidyl-prolyl cis-trans isomerase A",5.79647165960986,0.00060909003,"PE","PC00072","PC00072","chaperone","PC00072","chaperone"
"188","Q15599","SLC9A3R2","Na(+)/H(+) exchange regulatory cofactor NHE-RF2",5.78621050025718,0.0068658544,"PE","PC00226","PC00226","scaffold/adaptor protein","PC00226","scaffold/adaptor protein"
"189","Q86UP2","KTN1","Kinectin",5.75730985640659,9.4086019e-05,"PE",NA,NA,"Unclassified",NA,"Unclassified"
"190","Q9Y653","GPR56","G-protein coupled receptor 56",5.74886768423881,0.00010397781,"PE","PC00021","PC00021","G-protein coupled receptor","PC00197","transmembrane signal receptor"
"191","P15924","DSP","Desmoplakin",5.71535909975581,0.00056290958,"DM|RE","PC00129","PC00129","intermediate filament","PC00085","cytoskeletal protein"
"192","Q92930","RAB8B","Ras-related protein Rab-8B",5.64641685063834,0.022045106,"DM","PC00208","PC00095","G-protein","PC00020","protein-binding activity modulator"
"193","O00220","TNFRSF10A","Tumor necrosis factor receptor superfamily member 10A",5.60627555800062,0.00019147887,"PE","PC00197","PC00197","transmembrane signal receptor","PC00197","transmembrane signal receptor"
"194","Q8N6T3","ARFGAP1","ADP-ribosylation factor GTPase-activating protein 1",5.58966946775419,1.4146538e-05,"DM","PC00257","PC00095","G-protein modulator","PC00022","protein-binding activity modulator"
"195","O60716","CTNND1","Catenin delta-1",5.57834458535694,9.7619311e-05,"PE","PC00129","PC00129","intermediate filament","PC00085","cytoskeletal protein"
"196","Q13813","SPTAN1","Spectrin alpha chain, non-erythrocytic 1",5.56313776215322,0.00032238904,"PE","PC00041","PC00041","actin or actin-binding cytoskeletal protein","PC00085","cytoskeletal protein"
"197","Q10471","GALNT2","Polypeptide N-acetylgalactosaminyltransferase 2",5.51420309069469,0.0015063224,"DM|PE","PC00220","PC00220","transferase","PC00262","metabolite interconversion enzyme"
"198","P63096","GNAI1","Guanine nucleotide-binding protein G(i) subunit alpha-1",5.4445536027337,0.001052544,"PE","PC00020","PC00020","G-protein","PC00095","protein-binding activity modulator"
"199","P61586","RHOA","Transforming protein RhoA",5.41559969874498,0.005072739,"PE","PC00208","PC00095","G-protein","PC00020","protein-binding activity modulator"
"200","Q96TA1","FAM129B","Niban-like protein 1",5.37574839733781,0.011420135,"PE",NA,NA,"Unclassified",NA,"Unclassified"
"201","P20020","ATP2B1","Plasma membrane calcium-transporting ATPase 1",5.2787505920462,0.00072839501,"PE","PC00068","PC00068","primary active transporter","PC00227","transporter"
"202","Q8NBN3","TMEM87A","Transmembrane protein 87A",5.27710435882898,1.1842611e-05,"DM","PC00021","PC00021","G-protein coupled receptor","PC00197","transmembrane signal receptor"
"203","P00387","CYB5R3","NADH-cytochrome b5 reductase 3",5.25696554248911,0.00026419738,"PE","PC00176","PC00176","oxidoreductase","PC00262","metabolite interconversion enzyme"
"204","P46940","IQGAP1","Ras GTPase-activating-like protein IQGAP1",5.222821115301,0.0081889927,"PE","PC00022","PC00022","G-protein modulator","PC00095","protein-binding activity modulator"
"205","O15173","PGRMC2","Membrane-associated progesterone receptor component 2",5.21465110473718,4.9904661e-06,"PE","PC00197","PC00197","transmembrane signal receptor","PC00197","transmembrane signal receptor"
"206","Q15165","PON2","Serum paraoxonase/arylesterase 2",5.20690667444515,0.013014858,"PE","PC00121","PC00121","hydrolase","PC00262","metabolite interconversion enzyme"
"207","P50454","SERPINH1","Serpin H1",5.20561974576006,6.0059127e-09,"PE","PC00191","PC00191","protease inhibitor","PC00095","protein-binding activity modulator"
"208","P55072","VCP","Transitional endoplasmic reticulum ATPase",5.13997623448688,0.0025812841,"PE","PC00068","PC00068","primary active transporter","PC00227","transporter"
"209","P07947","YES1","Tyrosine-protein kinase Yes",5.13814991223796,0.006082945,"PE","PC00168","PC00168","non-receptor tyrosine protein kinase","PC00260","protein modifying enzyme"
"210","P40227","CCT6A","T-complex protein 1 subunit zeta",5.13746243114272,7.434428e-05,"PE","PC00073","PC00073","chaperonin","PC00072","chaperone"
"211","P22695","UQCRC2","Cytochrome b-c1 complex subunit 2, mitochondrial",5.10496824818559,0.00015239346,"PE","PC00190","PC00190","protease","PC00260","protein modifying enzyme"
"212","O75367","H2AFY","Core histone macro-H2A.1",5.07422602639968,0.002175407,"PE","PC00077","PC00077","chromatin/chromatin-binding, or -regulatory protein","PC00077","chromatin/chromatin-binding, or -regulatory protein"
"213","P00533","EGFR","Epidermal growth factor receptor",5.06132916991309,0.0019464465,"PE","PC00197","PC00197","transmembrane signal receptor","PC00197","transmembrane signal receptor"
"214","P22234","PAICS","Multifunctional protein ADE2",5.05288243831138,0.00088095054,"PE",NA,NA,"Unclassified",NA,"Unclassified"
"215","Q05682","CALD1","Caldesmon",5.04113386556178,0.0014892333,"PE","PC00085","PC00085","cytoskeletal protein","PC00085","cytoskeletal protein"
"216","P24821","TNC","Tenascin",5.03070346315035,0.00030696971,"PE","PC00102","PC00102","extracellular matrix protein","PC00102","extracellular matrix protein"
"217","P20339","RAB5A","Ras-related protein Rab-5A",5.0227877182627,0.0049398118,"DM|PE","PC00020","PC00020","G-protein","PC00095","protein-binding activity modulator"
"218","Q9UP95","SLC12A4","Solute carrier family 12 member 4",5.01893598117557,4.1175208e-05,"DM","PC00258","PC00258","secondary carrier transporter","PC00227","transporter"
"219","Q6NZI2","PTRF","Polymerase I and transcript release factor",5.01185212124796,1.2474341e-06,"PE","PC00150","PC00150","membrane traffic protein","PC00150","membrane traffic protein"
"220","Q13740","ALCAM","CD166 antigen",4.98974669703644,0.0001892209,"PE","PC00125","PC00125","immunoglobulin superfamily cell adhesion molecule","PC00069","cell adhesion molecule"
"221","P15586","GNS","N-acetylglucosamine-6-sulfatase",4.97141052813059,0.00012941568,"PE","PC00121","PC00121","hydrolase","PC00262","metabolite interconversion enzyme"
"222","Q6IAA8","LAMTOR1","Ragulator complex protein LAMTOR1",4.9599021757816,0.015198534,"DM","PC00151","PC00151","membrane trafficking regulatory protein","PC00150","membrane traffic protein"
"223","Q99536","VAT1","Synaptic vesicle membrane protein VAT-1 homolog",4.95104502692792,0.00059194316,"PE","PC00258","PC00258","secondary carrier transporter","PC00227","transporter"
"224","P50991","CCT4","T-complex protein 1 subunit delta",4.92721444414724,0.0015240612,"PE","PC00073","PC00073","chaperonin","PC00072","chaperone"
"225","P48047","ATP5O","ATP synthase subunit O, mitochondrial",4.92669748457143,0.00034987112,"PE","PC00068","PC00068","primary active transporter","PC00227","transporter"
"226","P32004","L1CAM","Neural cell adhesion molecule L1",4.91244101839106,0.00016154235,"PE","PC00125","PC00125","immunoglobulin superfamily cell adhesion molecule","PC00069","cell adhesion molecule"
"227","P07954","FH","Fumarate hydratase, mitochondrial",4.90609136040426,0.0004167594,"PE","PC00144","PC00144","lyase","PC00262","metabolite interconversion enzyme"
"228","Q8IVF2","AHNAK2","Protein AHNAK2",4.8633106348034,0.00051375676,"PE",NA,NA,"Unclassified",NA,"Unclassified"
"229","Q8NBJ5","COLGALT1","Procollagen galactosyltransferase 1",4.8609936478039,0.00038228283,"PE","PC00260","PC00260","protein modifying enzyme","PC00260","protein modifying enzyme"
"230","P31025","LCN1","Lipocalin-1",4.86058477531713,0.025019728,"DM|RE","PC00219","PC00219","transfer/carrier protein","PC00219","transfer/carrier protein"
"231","P06753","TPM3","Tropomyosin alpha-3 chain",4.8482684820023,0.030878257,"DM|PE|RE","PC00085","PC00085","cytoskeletal protein","PC00085","cytoskeletal protein"
"232","Q12931","TRAP1","Heat shock protein 75 kDa, mitochondrial",4.84634441932503,0.00082923117,"PE","PC00028","PC00028","Hsp90 family chaperone","PC00072","chaperone"
"233","Q13501","SQSTM1","Sequestosome-1",4.77257157348314,0.031450711,"PE","PC00151","PC00151","membrane trafficking regulatory protein","PC00150","membrane traffic protein"
"234","P23284","PPIB","Peptidyl-prolyl cis-trans isomerase B",4.75261409714693,0.00056325039,"PE",NA,NA,"Unclassified",NA,"Unclassified"
"235","P55084","HADHB","Trifunctional enzyme subunit beta, mitochondrial",4.74047773026613,0.00053489325,"PE","PC00042","PC00262","transferase","PC00220","metabolite interconversion enzyme"
"236","P09543","CNP","2,3-cyclic-nucleotide 3-phosphodiesterase",4.72836471252307,0.021066938,"PE","PC00121","PC00121","hydrolase","PC00262","metabolite interconversion enzyme"
"237","P61011","SRP54","Signal recognition particle 54 kDa protein",4.72305006765495,0.0045963838,"PE","PC00031","PC00031","RNA metabolism protein","PC00031","RNA metabolism protein"
"238","P51572","BCAP31","B-cell receptor-associated protein 31",4.71596963037894,7.762594e-05,"PE","PC00150","PC00150","membrane traffic protein","PC00150","membrane traffic protein"
"239","P06730","EIF4E","Eukaryotic translation initiation factor 4E",4.7062986011412,0.00075351313,"DM","PC00223","PC00223","translation factor","PC00263","translational protein"
"240","P52943","CRIP2","Cysteine-rich protein 2",4.68521353621939,0.0014098488,"PE","PC00041","PC00041","actin or actin-binding cytoskeletal protein","PC00085","cytoskeletal protein"
"241","P67936","TPM4","Tropomyosin alpha-4 chain",4.63537542875544,0.042617559,"DM|RE","PC00085","PC00085","cytoskeletal protein","PC00085","cytoskeletal protein"
"242","P13010","XRCC5","X-ray repair cross-complementing protein 5",4.61878843964656,0.0014960152,"PE","PC00011","PC00011","DNA helicase","PC00009","DNA metabolism protein"
"243","P63092","GNAS","Guanine nucleotide-binding protein G(s) subunit alpha isoforms short",4.61649575883375,0.0047069802,"PE","PC00095","PC00095","protein-binding activity modulator","PC00095","protein-binding activity modulator"
"244","Q9UNQ2","DIMT1","Probable dimethyladenosine transferase",4.60721491517475,0.016982784,"PE","PC00033","PC00033","RNA methyltransferase","PC00031","RNA metabolism protein"
"245","Q96AC1","FERMT2","Fermitin family homolog 2",4.59203386166619,0.0017879686,"PE",NA,NA,"Unclassified",NA,"Unclassified"
"246","Q9BUF5","TUBB6","Tubulin beta-6 chain",4.57575237181987,0.0060069822,"PE","PC00157","PC00157","microtubule or microtubule-binding cytoskeletal protein","PC00085","cytoskeletal protein"
"247","Q9UPY5","SLC7A11","Cystine/glutamate transporter",4.56481364147537,0.0050258744,"PE","PC00227","PC00227","transporter","PC00227","transporter"
"248","P11177","PDHB","Pyruvate dehydrogenase E1 component subunit beta, mitochondrial",4.55636335995472,0.001119982,"PE","PC00176","PC00176","oxidoreductase","PC00262","metabolite interconversion enzyme"
"249","P30837","ALDH1B1","Aldehyde dehydrogenase X, mitochondrial",4.55352239714493,4.898995e-06,"PE","PC00176","PC00176","oxidoreductase","PC00262","metabolite interconversion enzyme"
"250","Q96AY3","FKBP10","Peptidyl-prolyl cis-trans isomerase FKBP10",4.52659804287376,0.0057551069,"PE",NA,NA,"Unclassified",NA,"Unclassified"
"251","Q13641","TPBG","Trophoblast glycoprotein",4.50510941366813,0.0034548161,"DM|PE",NA,NA,"Unclassified",NA,"Unclassified"
"252","P22392","NME2","Nucleoside diphosphate kinase B",4.49976732345177,0.017741883,"PE","PC00220","PC00220","transferase","PC00262","metabolite interconversion enzyme"
"253","P78344","EIF4G2","Eukaryotic translation initiation factor 4 gamma 2",4.49208922252445,3.0791234e-05,"PE","PC00223","PC00223","translation factor","PC00263","translational protein"
"254","Q99714","HSD17B10","3-hydroxyacyl-CoA dehydrogenase type-2",4.49193044736282,0.0045880917,"PE","PC00176","PC00176","oxidoreductase","PC00262","metabolite interconversion enzyme"
"255","Q9NZN4","EHD2","EH domain-containing protein 2",4.48830455920061,0.0020297107,"PE","PC00150","PC00150","membrane traffic protein","PC00150","membrane traffic protein"
"256","Q13126","MTAP","S-methyl-5-thioadenosine phosphorylase",4.4696337171708,0.0013930283,"DM","PC00172","PC00262","transferase","PC00220","metabolite interconversion enzyme"
"257","Q9NYL4","FKBP11","Peptidyl-prolyl cis-trans isomerase FKBP11",4.46126982071956,1.0692032e-05,"PE",NA,NA,"Unclassified",NA,"Unclassified"
"258","Q9Y2T3","GDA","Guanine deaminase",4.45625590037112,4.1544827e-05,"DM","PC00121","PC00121","hydrolase","PC00262","metabolite interconversion enzyme"
"259","P04844","RPN2","Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2",4.45345154451639,3.6191436e-06,"PE","PC00111","PC00262","transferase","PC00220","metabolite interconversion enzyme"
"260","Q9BZZ5","API5","Apoptosis inhibitor 5",4.45221782904662,0.0088198259,"PE",NA,NA,"Unclassified",NA,"Unclassified"
"261","P41091","EIF2S3","Eukaryotic translation initiation factor 2 subunit 3",4.44929807196881,0.0019095314,"PE","PC00223","PC00223","translation factor","PC00263","translational protein"
"262","O43657","TSPAN6","Tetraspanin-6",4.42049650716906,0.0049347747,"DM","PC00226","PC00226","scaffold/adaptor protein","PC00226","scaffold/adaptor protein"
"263","Q14204","DYNC1H1","Cytoplasmic dynein 1 heavy chain 1",4.39325964449668,0.0047642873,"PE","PC00157","PC00157","microtubule or microtubule-binding cytoskeletal protein","PC00085","cytoskeletal protein"
"264","Q4KMQ2","ANO6","Anoctamin-6",4.37346815551876,0.01505925,"PE","PC00133","PC00133","ion channel","PC00227","transporter"
"265","P48960","CD97","CD97 antigen",4.33553581044053,0.0022769554,"PE","PC00021","PC00021","G-protein coupled receptor","PC00197","transmembrane signal receptor"
"266","P17987","TCP1","T-complex protein 1 subunit alpha",4.31828920799207,0.012737161,"PE","PC00073","PC00073","chaperonin","PC00072","chaperone"
"267","Q3ZCM7","TUBB8","Tubulin beta-8 chain",4.26032497819829,0.016937923,"PE","PC00157","PC00157","microtubule or microtubule-binding cytoskeletal protein","PC00085","cytoskeletal protein"
"268","P61981","YWHAG","14-3-3 protein gamma",4.24958951276196,0.0033304507,"PE","PC00226","PC00226","scaffold/adaptor protein","PC00226","scaffold/adaptor protein"
"269","P50914","RPL14","60S ribosomal protein L14",4.21996542088516,1.3205048e-05,"DM","PC00202","PC00202","ribosomal protein","PC00263","translational protein"
"270","P61020","RAB5B","Ras-related protein Rab-5B",4.19681396164444,4.5024615e-05,"DM","PC00020","PC00020","G-protein","PC00095","protein-binding activity modulator"
"271","Q9P258","RCC2","Protein RCC2",4.18635502769802,0.025369329,"DM",NA,NA,"Unclassified",NA,"Unclassified"
"272","Q14432","PDE3A","cGMP-inhibited 3,5-cyclic phosphodiesterase A",4.16924920973648,0.00028062449,"PE","PC00185","PC00262","hydrolase","PC00121","metabolite interconversion enzyme"
"273","Q99808","SLC29A1","Equilibrative nucleoside transporter 1",4.13069313831501,0.00027407834,"PE","PC00227","PC00227","transporter","PC00227","transporter"
"274","Q01518","CAP1","Adenylyl cyclase-associated protein 1",4.11072166585386,0.024328539,"PE","PC00041","PC00041","actin or actin-binding cytoskeletal protein","PC00085","cytoskeletal protein"
"275","P12956","XRCC6","X-ray repair cross-complementing protein 6",4.08993255611893,0.0032642195,"PE","PC00011","PC00011","DNA helicase","PC00009","DNA metabolism protein"
"276","Q99832","CCT7","T-complex protein 1 subunit eta",4.07486784706055,0.0097013433,"PE","PC00073","PC00073","chaperonin","PC00072","chaperone"
"277","P40939","HADHA","Trifunctional enzyme subunit alpha, mitochondrial",4.06232929421066,0.00071895513,"PE",NA,NA,"Unclassified",NA,"Unclassified"
"278","P08913","ADRA2A","Alpha-2A adrenergic receptor",4.06146429454409,0.00017633363,"PE","PC00021","PC00021","G-protein coupled receptor","PC00197","transmembrane signal receptor"
"279","Q8N766","EMC1","ER membrane protein complex subunit 1",4.05919705392439,3.7890033e-05,"PE",NA,NA,"Unclassified",NA,"Unclassified"
"280","Q13433","SLC39A6","Zinc transporter ZIP6",4.03715764408341,0.00015917538,"PE","PC00258","PC00258","secondary carrier transporter","PC00227","transporter"
"281","Q15582","TGFBI","Transforming growth factor-beta-induced protein ig-h3",4.03209742894874,0.00045477896,"PE","PC00069","PC00069","cell adhesion molecule","PC00069","cell adhesion molecule"
"282","P14618","PKM","Pyruvate kinase PKM",4.02251109958504,4.107903e-08,"PE","PC00137","PC00262","transferase","PC00220","metabolite interconversion enzyme"
"283","P12814","ACTN1","Alpha-actinin-1",4.0184349687524,0.00064533262,"PE","PC00041","PC00041","actin or actin-binding cytoskeletal protein","PC00085","cytoskeletal protein"
"284","Q9BVC6","TMEM109","Transmembrane protein 109",4.0127841028619,0.0066889618,"PE",NA,NA,"Unclassified",NA,"Unclassified"
"285","P62987","UBA52","Ubiquitin",3.99628249545825,0.00090202241,"PE",NA,NA,"Unclassified",NA,"Unclassified"
"286","Q06830","PRDX1","Peroxiredoxin-1",3.98446329750531,1.0558917e-06,"PE","PC00176","PC00176","oxidoreductase","PC00262","metabolite interconversion enzyme"
"287","P42892","ECE1","Endothelin-converting enzyme 1",3.98373807769068,0.0015724263,"PE","PC00190","PC00190","protease","PC00260","protein modifying enzyme"
"288","Q14980","NUMA1","Nuclear mitotic apparatus protein 1",3.95385320730432,0.0017508424,"PE","PC00157","PC00157","microtubule or microtubule-binding cytoskeletal protein","PC00085","cytoskeletal protein"
"289","P05089","ARG1","Arginase-1",3.95354132925102,0.00029559256,"DM","PC00121","PC00121","hydrolase","PC00262","metabolite interconversion enzyme"
"290","P04075","ALDOA","Fructose-bisphosphate aldolase A",3.94015008278001,0.0042251227,"DM|PE","PC00144","PC00144","lyase","PC00262","metabolite interconversion enzyme"
"291","Q15155","NOMO1","Nodal modulator 1",3.93350528079152,0.00084197021,"PE",NA,NA,"Unclassified",NA,"Unclassified"
"292","P52209","PGD","6-phosphogluconate dehydrogenase, decarboxylating",3.92894763492035,0.0048422348,"PE","PC00176","PC00176","oxidoreductase","PC00262","metabolite interconversion enzyme"
"293","Q9Y4L1","HYOU1","Hypoxia up-regulated protein 1",3.92562115786253,0.0022272747,"PE","PC00027","PC00027","Hsp70 family chaperone","PC00072","chaperone"
"294","Q7KZF4","SND1","Staphylococcal nuclease domain-containing protein 1",3.92484519709598,0.0009624532,"PE",NA,NA,"Unclassified",NA,"Unclassified"
"295","Q9P2E9","RRBP1","Ribosome-binding protein 1",3.88311510383626,0.00024326483,"PE","PC00226","PC00226","scaffold/adaptor protein","PC00226","scaffold/adaptor protein"
"296","P62273","RPS29","40S ribosomal protein S29",3.88291757887229,0.0075619449,"DM","PC00202","PC00202","ribosomal protein","PC00263","translational protein"
"297","Q9Y5M8","SRPRB","Signal recognition particle receptor subunit beta",3.85146800023474,0.0014593115,"PE","PC00219","PC00219","transfer/carrier protein","PC00219","transfer/carrier protein"
"298","Q6YHK3","CD109","CD109 antigen",3.85047205616853,0.00074851839,"PE","PC00191","PC00191","protease inhibitor","PC00095","protein-binding activity modulator"
"299","Q9H0U3","MAGT1","Magnesium transporter protein 1",3.84605363351389,0.0006934331,"PE","PC00111","PC00262","transferase","PC00220","metabolite interconversion enzyme"
"300","Q96A33","CCDC47","Coiled-coil domain-containing protein 47",3.84098478818183,0.00032760986,"PE",NA,NA,"Unclassified",NA,"Unclassified"
"301","P60709","ACTB","Actin, cytoplasmic 1",3.83274379876016,0.0022227718,"PE","PC00041","PC00041","actin or actin-binding cytoskeletal protein","PC00085","cytoskeletal protein"
"302","P18206","VCL","Vinculin",3.82924526457823,0.00095432968,"PE","PC00041","PC00041","actin or actin-binding cytoskeletal protein","PC00085","cytoskeletal protein"
"303","Q92878","RAD50","DNA repair protein RAD50",3.80098667865936,0.024400748,"PE",NA,NA,"Unclassified",NA,"Unclassified"
"304","Q15942","ZYX","Zyxin",3.77478672496458,0.0038665845,"PE","PC00041","PC00041","actin or actin-binding cytoskeletal protein","PC00085","cytoskeletal protein"
"305","Q99755","PIPSL","Phosphatidylinositol 4-phosphate 5-kinase type-1 alpha",3.77182138314072,0.00018999063,"PE","PC00137","PC00262","transferase","PC00220","metabolite interconversion enzyme"
"306","Q7Z406","MYH14","Myosin-14",3.76957748301951,0.019113861,"PE","PC00041","PC00041","actin or actin-binding cytoskeletal protein","PC00085","cytoskeletal protein"
"307","P08238","HSP90AB1","Heat shock protein HSP 90-beta",3.75940876652834,3.4408711e-07,"PE","PC00028","PC00028","Hsp90 family chaperone","PC00072","chaperone"
"308","P07195","LDHB","L-lactate dehydrogenase B chain",3.75152858562447,0.020660434,"PE","PC00262","PC00262","metabolite interconversion enzyme","PC00262","metabolite interconversion enzyme"
"309","Q9Y266","NUDC","Nuclear migration protein nudC",3.7257978947119,0.0001990701,"PE","PC00157","PC00157","microtubule or microtubule-binding cytoskeletal protein","PC00085","cytoskeletal protein"
"310","P15311","EZR","Ezrin",3.70600760017112,0.00026064689,"PE","PC00041","PC00041","actin or actin-binding cytoskeletal protein","PC00085","cytoskeletal protein"
"311","P26641","EEF1G","Elongation factor 1-gamma",3.68153089443634,3.1433981e-05,"PE",NA,NA,"Unclassified",NA,"Unclassified"
"312","Q96HC4","PDLIM5","PDZ and LIM domain protein 5",3.67309544562817,0.0006281872,"PE","PC00041","PC00041","actin or actin-binding cytoskeletal protein","PC00085","cytoskeletal protein"
"313","P35579","MYH9","Myosin-9",3.66385699205655,0.0063050138,"PE|RE","PC00041","PC00041","actin or actin-binding cytoskeletal protein","PC00085","cytoskeletal protein"
"314","P06744","GPI","Glucose-6-phosphate isomerase",3.65107913836833,0.0071325703,"PE","PC00135","PC00135","isomerase","PC00262","metabolite interconversion enzyme"
"315","P52272","HNRNPM","Heterogeneous nuclear ribonucleoprotein M",3.63085785417176,0.038543604,"DM",NA,NA,"Unclassified",NA,"Unclassified"
"316","P46459","NSF","Vesicle-fusing ATPase",3.61645306739136,0.014878565,"PE","PC00150","PC00150","membrane traffic protein","PC00150","membrane traffic protein"
"317","P63000","RAC1","Ras-related C3 botulinum toxin substrate 1",3.6157943016641,0.0025697777,"PE","PC00208","PC00095","G-protein","PC00020","protein-binding activity modulator"
"318","Q16891","IMMT","MICOS complex subunit MIC60",3.61384836176947,0.0026159277,"PE",NA,NA,"Unclassified",NA,"Unclassified"
"319","O43169","CYB5B","Cytochrome b5 type B",3.60689854305335,0.0021568004,"PE","PC00176","PC00176","oxidoreductase","PC00262","metabolite interconversion enzyme"
"320","P43304","GPD2","Glycerol-3-phosphate dehydrogenase, mitochondrial",3.59403171661581,0.0046736002,"PE","PC00262","PC00262","metabolite interconversion enzyme","PC00262","metabolite interconversion enzyme"
"321","P00558","PGK1","Phosphoglycerate kinase 1",3.58334929605585,0.016671527,"PE","PC00065","PC00262","transferase","PC00220","metabolite interconversion enzyme"
"322","O00299","CLIC1","Chloride intracellular channel protein 1",3.57938287394212,0.032648429,"PE","PC00133","PC00133","ion channel","PC00227","transporter"
"323","P06493","CDK1","Cyclin-dependent kinase 1",3.57381211315729,0.011707082,"PE","PC00167","PC00167","non-receptor serine/threonine protein kinase","PC00260","protein modifying enzyme"
"324","Q6DD88","ATL3","Atlastin-3",3.55628115709278,0.0087556876,"PE","PC00020","PC00020","G-protein","PC00095","protein-binding activity modulator"
"325","Q9NRR3","CDC42SE2","CDC42 small effector protein 2",3.55055715685978,0.028649358,"PE",NA,NA,"Unclassified",NA,"Unclassified"
"326","P17252","PRKCA","Protein kinase C alpha type",3.54128681321255,0.030879907,"PE","PC00167","PC00167","non-receptor serine/threonine protein kinase","PC00260","protein modifying enzyme"
"327","P11310","ACADM","Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",3.53576006958776,0.0070898328,"PE","PC00176","PC00176","oxidoreductase","PC00262","metabolite interconversion enzyme"
"328","Q15645","TRIP13","Pachytene checkpoint protein 2 homolog",3.53348638109688,0.013037046,"DM|PE","PC00077","PC00077","chromatin/chromatin-binding, or -regulatory protein","PC00077","chromatin/chromatin-binding, or -regulatory protein"
"329","Q99873","PRMT1","Protein arginine N-methyltransferase 1",3.52530753008359,0.015182214,"DM","PC00260","PC00260","protein modifying enzyme","PC00260","protein modifying enzyme"
"330","Q13838","DDX39B","Spliceosome RNA helicase DDX39B",3.52406713228068,0.035178185,"PE|RE","PC00032","PC00032","RNA helicase","PC00031","RNA metabolism protein"
"331","Q86UE4","MTDH","Protein LYRIC",3.52235828850524,0.0052671963,"PE",NA,NA,"Unclassified",NA,"Unclassified"
"332","P02545","LMNA","Prelamin-A/C",3.52078351265854,0.0026493976,"PE",NA,NA,"Unclassified",NA,"Unclassified"
