NAME	SHORTNAME	PID	productWave	colorWave	allTWave	ratioWave	meanCond1	meanCond2
Ubiquitin-like modifier-activating enzyme 1	UBA1	P22314	7.546020977101437	3	3.0836651e-05	8.196954869262202	16.99882006678855	13.96373201205039
Nucleoside diphosphate kinase B;Nucleoside diphosphate kinase A;Putative nucleoside diphosphate kinase	NME2;NME1;NME2P1	P22392;P15531;O60361	0.9327447429874951	0	0.26220244	1.275781693538012	14.37622484603067	14.02484336378918
Heterogeneous nuclear ribonucleoproteins A2/B1	HNRNPA2B1	P22626	15.19727287676308	2	2.6481714e-10	0.02033038219216079	17.36509161144435	22.98531046446475
Cytochrome b-c1 complex subunit 2, mitochondrial	UQCRC2	P22695	6.168935755575525	3	0.00015239346	5.104968248185589	16.71555108423586	14.36364909636053
Nuclear receptor subfamily 4 group A member 1	NR4A1	P22736	2.355954994654175	1	0.11068185	2.639073219210885	15.11423366914926	13.71420229138123
Integrin alpha-6;Integrin alpha-6 heavy chain;Integrin alpha-6 light chain;Processed integrin alpha-6	ITGA6	P23229	2.717421998825309	3	0.027736656	2.235311791028316	15.31344177209825	14.15296569326348
Splicing factor, proline- and glutamine-rich	SFPQ	P23246	21.8417651303125	2	9.9774645e-15	0.004362026630818886	15.39729081195802	23.23807651874757
Tubulin gamma-1 chain;Tubulin gamma-2 chain	TUBG1;TUBG2	P23258;Q9NRH3	0.3318773235691488	0	0.80032957	1.177025994383612	16.35551504684338	16.12036886448383
Peptidyl-prolyl cis-trans isomerase B	PPIB	P23284	5.498019834955857	3	0.00056325039	4.752614097146926	18.09993575230448	15.85121448988891
Tryptophan--tRNA ligase, cytoplasmic;T1-TrpRS;T2-TrpRS	WARS	P23381	2.436963559762948	3	0.04203004	2.085688046877196	15.14756218320989	14.08703879087401
40S ribosomal protein S3	RPS3	P23396	0.03313049789852229	0	0.9721573	0.9856401704097912	19.32313477894438	19.34400181862075
Nuclear transcription factor Y subunit alpha	NFYA	P23511	0.404824656960642	0	0.62337786	1.148360834749264	14.02467979823841	13.82510376536415
Adenosylhomocysteinase	AHCY	P23526	1.788856818406462	0	0.098075032	1.71762518587586	15.25898738469194	14.47857213370644
Cofilin-1	CFL1	P23528	13.09397392691918	3	7.7235185e-10	15.79930730861987	18.37715085472971	14.39536145234666
Eukaryotic translation initiation factor 4B	EIF4B	P23588	0.2065718718410476	0	0.78607947	0.9317156773197514	14.37314684071826	14.47518516688641
Plasma membrane calcium-transporting ATPase 4	ATP2B4	P23634	3.688672887151705	0	0.0016032682	1.857907930086781	15.23969721241865	14.34601820267783
Ribonucleoside-diphosphate reductase large subunit	RRM1	P23921	0.3748534222050797	0	0.59315157	1.108047025100877	14.43188534196526	14.28386623184152
Elongation factor 1-beta	EEF1B2	P24534	2.690727807863766	3	0.035423707	2.362021018695052	15.26983943560034	14.02981763283301
ATP synthase F(0) complex subunit B1, mitochondrial	ATP5F1	P24539	0.4349918001459923	0	0.61287105	0.8571615835804861	14.03856001368473	14.26092091607033
Acetyl-CoA acetyltransferase, mitochondrial	ACAT1	P24752	1.030720866712159	0	0.25573334	1.355202263774619	14.67716691321377	14.23865872350357
Tenascin	TNC	P24821	5.843664557481059	3	0.00030696971	5.030703463150351	16.33393158097646	14.00317142908928
DNA-directed RNA polymerase II subunit RPB1	POLR2A	P24928	18.38723181223304	2	6.6667192e-14	0.026995365629276	14.28837075080651	19.49951518358399
Cyclin-dependent kinase 2	CDK2	P24941	0.9333641399260735	0	0.31059045	1.343086512136995	14.99572348051591	14.57017124454339
Atypical chemokine receptor 3	ACKR3	P25106	0.353201093093789	0	0.70325702	0.8703604077033027	14.15710705992497	14.35742222426872
DNA replication licensing factor MCM3	MCM3	P25205	0.669880591814163	0	0.54918933	1.328319956291378	16.70838943752332	16.29878674282868
40S ribosomal protein S12	RPS12	P25398	0.651544852501722	0	0.48828641	1.265949171713534	14.47168742979897	14.13146794856266
DnaJ homolog subfamily B member 1	DNAJB1	P25685	2.87243994428705	0	0.0074162446	1.673216220553639	14.62233807335345	13.87971418436425
ATP synthase subunit alpha, mitochondrial	ATP5A1	P25705	10.78630590890509	3	5.8290972e-08	11.72817854831851	19.52910222336381	15.97719515631663
Proteasome subunit alpha type-1	PSMA1	P25786	0.03189292731449633	0	0.96014625	0.9901847830451287	14.24119123495741	14.25542155141323
Proteasome subunit alpha type-2	PSMA2	P25787	0.5880554928424502	0	0.55898893	1.261778520891772	14.31690635488637	13.98144765760285
Proteasome subunit alpha type-3	PSMA3	P25788	0.3853057940146449	0	0.61227989	1.126818992955254	14.27681939454998	14.10456360835546
Proteasome subunit alpha type-4	PSMA4	P25789	1.15644691358459	0	0.2797462	1.51909399915857	14.73729107342486	14.13407992911212
Integrin alpha-3;Integrin alpha-3 heavy chain;Integrin alpha-3 light chain	ITGA3	P26006	8.470323894347967	3	9.0135163e-06	10.74220281555862	17.76850054253197	14.34328258232707
Moesin	MSN	P26038	11.25146481244489	3	3.7315064e-07	28.31214141277734	18.74658998414869	13.92324101643037
Probable ATP-dependent RNA helicase DDX6	DDX6	P26196	0.4930240754944251	0	0.57479912	1.191302806675869	15.41194265257812	15.15940248692905
Catenin alpha-2	CTNNA2	P26232	0.78615394364701	0	0.44718933	1.35345356335395	14.67386357618128	14.23721818627763
Paired box protein Pax-6	PAX6	P26367	2.173749653512182	0	0.065873496	0.5026198875569466	14.45594919859229	15.44840953688078
Splicing factor U2AF 65 kDa subunit	U2AF2	P26368	11.19033237882071	2	9.8034763e-09	0.1102070088587751	15.41225040071311	18.59396251738783
60S ribosomal protein L13	RPL13	P26373	0.4653014180863195	0	0.60765827	0.8415023283472339	17.79300291663249	18.04196374817572
Polypyrimidine tract-binding protein 1	PTBP1	P26599	5.260545428203955	0	4.8719561e-05	1.929528777580514	20.23769230877574	19.28944374794239
Threonine--tRNA ligase, cytoplasmic	TARS	P26639	2.218645367631359	1	0.077895224	2.15869019860587	15.19126361366816	14.08110740180615
Valine--tRNA ligase	VARS	P26640	1.815898524832361	0	0.13487543	1.926298586139107	15.08459182404414	14.13876047841481
Elongation factor 1-gamma	EEF1G	P26641	6.382906478138452	3	3.1433981e-05	3.681530894436337	18.59785951519397	16.71755370691636
Peptidyl-prolyl cis-trans isomerase FKBP2	FKBP2	P26885	0.181659579529537	0	0.81489915	1.06641090545712	14.61410981107419	14.52134637200085
Erythrocyte band 7 integral membrane protein	STOM	P27105	8.507922873602007	3	7.9622032e-06	10.6217993388407	17.63030029041569	14.22134401532443
14-3-3 protein theta	YWHAQ	P27348	4.003732096073275	3	0.0055250274	3.35442726559421	16.09776433246379	14.35169787054579
Aryl hydrocarbon receptor nuclear translocator	ARNT	P27540;Q9HBZ2	6.400359507557775	2	7.2669922e-05	0.2085240462115758	14.04386945725095	16.30558379268959
60S ribosomal protein L10	RPL10	P27635;Q96L21	0.07224187599384635	0	0.94441563	0.9676753106623625	17.9113425272352	17.95874756870894
Replication protein A 70 kDa DNA-binding subunit;Replication protein A 70 kDa DNA-binding subunit, N-terminally processed	RPA1	P27694	1.425314475951815	0	0.24551137	0.5682563846144089	15.12571033957523	15.94109644600495
CAD protein;Glutamine-dependent carbamoyl-phosphate synthase;Aspartate carbamoyltransferase;Dihydroorotase	CAD	P27708	16.87276788045813	2	1.7951791e-11	0.01430957509863623	14.56479307792834	20.69166843366723
Calreticulin	CALR	P27797	12.82194346753705	3	5.8597127e-08	48.16187372546374	19.3196048413572	13.72978522559627
Microtubule-associated protein 4	MAP4	P27816	3.247621827924768	3	0.012665649	2.549561651500373	15.41377433595089	14.06352511144256
Calnexin	CANX	P27824	10.97044745931143	3	1.3002034e-06	33.92927615733989	19.30157472441739	14.21711597741675
Proteasome subunit alpha type-5	PSMA5	P28066	3.165229746142323	3	0.01114425	2.317036193019383	15.36044822782429	14.14816764797988
Proteasome subunit beta type-4	PSMB4	P28070	0.4162255949591263	0	0.62138611	1.156357218285407	14.41964747239042	14.21006033282222
Protein-lysine 6-oxidase	LOX	P28300	0.3963783024362666	0	0.55514759	1.10250619391133	14.33819346357759	14.19740670267003
NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial	NDUFS1	P28331	0.8912105283806486	0	0.28463399	0.7870366461706244	13.98346261437505	14.32895989688701
DNA polymerase delta catalytic subunit	POLD1	P28340	0.4149537537666141	0	0.5765689	0.885273429852689	14.28061965330145	14.45642462636452
Transcriptional enhancer factor TEF-1	TEAD1	P28347	1.896496454279855	0	0.055286568	1.557374692853376	14.53714781223191	13.89803172427743
Mitogen-activated protein kinase 1	MAPK1	P28482	2.469387829050468	0	0.028139513	1.890416923521987	14.87565204585146	13.95694759597427
Cytosol aminopeptidase	LAP3	P28838	0.5599641448413522	0	0.45493722	0.8598067735212503	14.19851603989966	14.41643165893077
Ephrin type-B receptor 2	EPHB2	P29323	1.960927043959462	0	0.052707311	1.605249938200115	14.91888279447742	14.23608485131751
SHC-transforming protein 1	SHC1	P29353	1.126612238185553	0	0.19842865	0.7452432869443693	13.99547155548987	14.41968817571354
DNA-3-methyladenine glycosylase	MPG	P29372	1.860854984329496	0	0.070470281	0.6118029657679053	14.35918774583457	15.06804874021961
Transketolase	TKT	P29401	2.644304614962678	1	0.062654577	2.715574529051922	18.68850262378964	17.24724516516088
Serpin B3	SERPINB3	P29508	0.9577380495035239	0	0.28888139	0.7482241128079902	14.2684370845619	14.68689471948412
RNA-binding motif, single-stranded-interacting protein 1	RBMS1	P29558;Q6XE24	5.318403504619013	2	0.0021367953	0.1595226912927095	14.34668282490807	16.99484926516551
Elongation factor 1-delta	EEF1D	P29692	1.791354885240624	1	0.18670495	2.088563083131366	17.02447694947326	15.96196623003464
Myristoylated alanine-rich C-kinase substrate	MARCKS	P29966	5.347914420941576	3	0.0015530882	5.812305862034459	17.0637360948853	14.52462547071192
Aquaporin-1	AQP1	P29972	2.524796531468075	3	0.039601173	2.177246324944741	15.5416758326789	14.41917119516987
Guanine nucleotide-binding protein subunit alpha-11	GNA11	P29992	2.036910173105328	0	0.08270026	1.937796545590624	14.9864736817177	14.03205657540009
Endoplasmic reticulum resident protein 29	ERP29	P30040	10.03698544850555	3	2.3843151e-07	10.66157837649008	17.80754654758876	14.39319741728999
Peroxiredoxin-6	PRDX6	P30041	4.133931760754114	3	0.0044980845	3.450868012659962	15.81611432729949	14.02915503206051
Peroxiredoxin-5, mitochondrial	PRDX5	P30044	0.6842528876187117	0	0.47408351	0.7791063890218103	13.79599529505769	14.1561030444127
Thioredoxin-dependent peroxide reductase, mitochondrial	PRDX3	P30048	1.955346018783846	1	0.12065923	2.051823410052807	15.21410521089644	14.17719863999239
60S ribosomal protein L12	RPL12	P30050	0.5606730644983422	0	0.6253255	0.7809059936770644	17.70367188584104	18.06045109512526
Enoyl-CoA hydratase, mitochondrial	ECHS1	P30084	0.615429899027113	0	0.51344907	1.253469835419276	15.08164613540283	14.75571885707274
Protein disulfide-isomerase A3	PDIA3	P30101	10.28127285709436	3	4.7597596e-06	31.1003299690043	19.49492394952454	14.53606596746069
Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform	PPP2R1A	P30153;P30154	1.611811537213663	0	0.17157321	1.797835452093298	15.41160204085903	14.56534105744404
G1/S-specific cyclin-D3	CCND3	P30281	0.2328867226437517	0	0.72934806	1.068673796846082	13.91709959724389	13.82127804679557
Peptidyl-prolyl cis-trans isomerase F, mitochondrial	PPIF	P30405	0.4976949641791801	0	0.68268496	0.7944810428782333	13.61043467895807	13.94234997802475
Glycylpeptide N-tetradecanoyltransferase 1	NMT1	P30419	0.6488719551310922	0	0.44876543	0.8117507194887561	13.57672340906601	13.87761474572024
Heme oxygenase 2	HMOX2	P30519	2.775465790385523	3	0.017719198	2.033422308941814	15.49531585481281	14.4714059840745
Adenylosuccinate synthetase isozyme 2	ADSS	P30520	1.700196280710326	0	0.1019388	1.634144777358323	14.47992877938376	13.77139297440433
Tyrosine-protein kinase receptor UFO	AXL	P30530	1.543009615113546	0	0.16900767	1.706352866908485	15.20690421882616	14.43598819778687
Alpha-2-macroglobulin receptor-associated protein	LRPAP1	P30533	1.757022525827113	0	0.14793351	1.901435657935118	14.84373603798145	13.91664691707683
Sorcin	SRI	P30626	0.7326279923573846	0	0.38617069	1.2478177949486	14.15769504072335	13.8382877519678
High affinity cationic amino acid transporter 1	SLC7A1	P30825	1.158278936387623	0	0.25855273	1.485375898304752	14.78908090874427	14.2182528342875
Aldehyde dehydrogenase X, mitochondrial	ALDH1B1	P30837	7.496876111486788	3	4.898995e-06	4.553522397144929	16.27329893525042	14.08631595501974
DNA-directed RNA polymerase II subunit RPB2	POLR2B	P30876	12.78559384626189	2	3.8743564e-09	0.04823441028262683	13.92764964483055	18.30144310657096
Lipocalin-1	LCN1	P31025;Q5VSP4	3.199830582980729	1	0.10542469	4.667897711002962	16.63768652518388	14.4149135779873
Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial	SDHA	P31040	7.548448183399934	3	2.1868871e-05	7.403845383134655	16.83155521231541	13.94328044505317
S-adenosylmethionine synthase isoform type-2	MAT2A	P31153;Q00266	4.783765459846208	3	0.0011474948	3.58883664123156	16.30340404620345	14.45988779099287
Carbamoyl-phosphate synthase [ammonia], mitochondrial	CPS1	P31327	6.704539390421264	3	0.00031607461	9.217203512389522	17.19197743925723	13.98764833402273
Ribonucleoside-diphosphate reductase subunit M2	RRM2	P31350	1.656630746712423	0	0.19462205	1.926287212307575	15.10120707826732	14.15538425105715
Nucleolysin TIA-1 isoform p40	TIA1	P31483	6.908006755866726	2	0.00010825445	0.130086890006531	14.28439623726715	17.22684875576816
DnaJ homolog subfamily A member 1	DNAJA1	P31689	2.799367209004624	3	0.04519707	2.740572781656757	17.13944002017375	15.68496257118652
Cytochrome b-c1 complex subunit 1, mitochondrial	UQCRC1	P31930	3.629723349165387	3	0.008193926	2.914433156854368	15.96976545987917	14.42655014637357
3-hydroxyisobutyrate dehydrogenase, mitochondrial	HIBADH	P31937	1.668264072445572	0	0.11730193	0.599749022249222	13.80197732134125	14.53954651568548
Bifunctional purine biosynthesis protein PURH;Phosphoribosylaminoimidazolecarboxamide formyltransferase;IMP cyclohydrolase	ATIC	P31939	1.95989669082039	1	0.13110726	2.110410163310539	15.02398845079722	13.94646503334948
Heterogeneous nuclear ribonucleoprotein H3	HNRNPH3	P31942	16.89145637086527	2	4.1815713e-12	0.02190196059168391	14.52342505444173	20.03622122328063
Heterogeneous nuclear ribonucleoprotein H;Heterogeneous nuclear ribonucleoprotein H, N-terminally processed	HNRNPH1	P31943	15.00507963984441	2	9.9827828e-12	0.06231265483209916	19.30443191904665	23.30876292455268
14-3-3 protein beta/alpha;14-3-3 protein beta/alpha, N-terminally processed	YWHAB	P31946	3.444607103204081	3	0.012563067	2.915418120756111	15.90219476848576	14.35849196311035
14-3-3 protein sigma	SFN	P31947	0.5085279063296717	0	0.52220082	1.169883969460641	14.51364767502743	14.2872822264023
Stress-induced-phosphoprotein 1	STIP1	P31948	2.936159936654356	3	0.017201088	2.252794667078994	15.24711247912113	14.07539665524448
Neural cell adhesion molecule L1	L1CAM	P32004	6.088153561824935	3	0.00016154235	4.912441018391061	16.68819114390397	14.39175105826007
Peroxiredoxin-2	PRDX2	P32119	3.002679201077518	3	0.019583205	2.453026650879302	15.53426201449055	14.23969910636652
Pyrroline-5-carboxylate reductase 1, mitochondrial	PYCR1	P32322	0.6942596656409741	0	0.36430681	0.8375649900420196	14.23268231080059	14.48840926636618
Interferon-induced guanylate-binding protein 1;Interferon-induced guanylate-binding protein 2	GBP1;GBP2	P32455;P32456	0.8355728615757947	0	0.40205294	0.737208134426245	13.99117514748232	14.43103125247585
60S ribosomal protein L9	RPL9	P32969	0.3194872261860091	0	0.77700299	0.864591217695076	17.27695012944544	17.48686004256592
CD70 antigen	CD70	P32970	5.065188505619943	3	0.00031740408	2.962470792835775	15.54597112826996	13.97917019779955
Long-chain-fatty-acid--CoA ligase 1	ACSL1	P33121	1.606852430574305	0	0.097711034	1.51235418895736	14.85051145404391	14.25371539992682
Kinesin-1 heavy chain	KIF5B	P33176;O60282;Q12840	2.341997462306502	0	0.021388216	1.593470187363127	14.69643794358402	14.02426591596227
Cleavage stimulation factor subunit 2	CSTF2	P33240	12.5933678564385	2	7.0990485e-09	0.0459252708417618	14.13066283561085	18.57523079580912
Deoxyuridine 5-triphosphate nucleotidohydrolase, mitochondrial	DUT	P33316	1.392830644761766	0	0.12270697	1.396387994877185	14.29653348994021	13.81483363112052
Multidrug resistance-associated protein 1	ABCC1	P33527	2.485890287957282	0	0.031878795	1.985348370134345	15.24020653155306	14.25081435150594
ATP-binding cassette sub-family D member 1	ABCD1	P33897	1.02540290436899	0	0.16704598	0.8419235127132449	14.25509305462277	14.5033319766004
DNA replication licensing factor MCM4	MCM4	P33991	2.784540410496883	3	0.044624384	2.702159179313159	15.72886371712167	14.29475105339755
DNA replication licensing factor MCM5	MCM5	P33992	0.6895621551823261	0	0.45036888	0.7883288389195825	16.89623597946865	17.23936652168253
DNA replication licensing factor MCM7	MCM7	P33993	0.8318696802565526	0	0.51533538	1.457968586983679	16.91450082206668	16.3705411860034
Serine hydroxymethyltransferase, cytosolic	SHMT1	P34896	0.4512294861924602	0	0.61804682	0.8454252678150352	14.24866187995815	14.49091274299883
Serine hydroxymethyltransferase, mitochondrial	SHMT2	P34897	8.77891733464809	3	1.397624e-06	7.591094151453612	16.83014246594744	13.90583462074027
Heat shock 70 kDa protein 4	HSPA4	P34932	1.205100335431677	0	0.22543381	0.6791869319942618	14.17729764043096	14.73541703456702
Trypsin-3	PRSS3	P35030	0.2806802208570165	0	0.75303328	1.115348368394429	14.3287406978801	14.17124630535122
Glypican-1;Secreted glypican-1	GPC1	P35052	9.495516820034108	3	1.2027225e-06	11.92305641983517	17.86044960989503	14.28476740366097
Catenin alpha-1	CTNNA1	P35221;Q9UI47	11.09189969919851	3	1.2214569e-07	18.11079534050188	18.41402493706986	14.23524693815822
Catenin beta-1	CTNNB1	P35222	9.754429642648565	3	1.6687147e-06	15.74488932469527	17.94744664995216	13.97063493866956
Prohibitin	PHB	P35232	7.386214005639312	3	2.7921529e-05	7.121361401007405	17.15678029353687	14.32462722387168
Serpin B6	SERPINB6	P35237	2.772972179989322	0	0.01532976	0.5145889947406729	13.66128900525788	14.61979649694612
Radixin	RDX	P35241	2.267393999060683	0	0.045631684	1.900870791996749	15.62750329709924	14.70084282617577
Replication protein A 14 kDa subunit	RPA3	P35244	0.4291204375813606	0	0.50547498	0.9120468781364262	14.3257012912856	14.45852140704957
Replication factor C subunit 4	RFC4	P35249	0.3256422333761897	0	0.74508178	1.146984725904909	16.31753953473209	16.11969335524232
Replication factor C subunit 2	RFC2	P35250	0.9964978804452027	0	0.3712424	1.480572815193005	15.35385638433425	14.78770093972584
Replication factor C subunit 1	RFC1	P35251	3.017462476662036	3	0.028231014	2.766743663716399	15.90967984522216	14.44149085946589
60S ribosomal protein L22	RPL22	P35268	1.978268675233313	0	0.11815581	0.4827259256952022	15.87039072368866	16.92111450708772
General transcription factor IIF subunit 1	GTF2F1	P35269	0.3423679529610659	0	0.60491955	1.089801641403471	14.43408435246577	14.3100187835236
Sepiapterin reductase	SPR	P35270	0.8572233664447531	0	0.45371261	1.428008142278268	14.51049419917845	13.99648999376733
Fibrillin-1	FBN1	P35555	1.509101421798269	0	0.097475089	0.7080901486559273	13.9186484112599	14.41664346117859
Fibrillin-2	FBN2	P35556	0.3100410324290017	0	0.66233826	1.095144217171921	14.06602138892505	13.93490052120037
Myosin-9	MYH9	P35579;P35749;REV__Q5T655	4.073677238104153	3	0.0063050138	3.663856992056546	20.35867871842795	18.48531552527619
Myosin-10	MYH10	P35580	3.31678022855143	3	0.022862269	3.195185131862821	15.56456317060498	13.88866364597964
Coatomer subunit beta	COPB2	P35606	1.618657680193971	0	0.074979216	1.407952392353222	14.78585281289674	14.29225426051038
Alpha-adducin	ADD1	P35611	0.2365437577665332	0	0.71685064	1.065826374171357	14.0295006135464	13.93752817500232
Basigin	BSG	P35613	18.0227333624717	3	1.010942e-12	65.22982135864821	20.11008212282901	14.08262235044519
RNA-binding protein FUS	FUS	P35637	25.90316872466919	2	2.7998025e-18	0.003064150723274112	14.23445942480991	22.58475644537755
Nuclear pore complex protein Nup214	NUP214	P35658	13.64710684320501	2	7.209609e-10	0.04404069643237539	14.22909501822873	18.73411392503237
Protein DEK	DEK	P35659	0.4942353334097653	0	0.53944194	1.169733633715847	14.44623391660464	14.22005387317862
26S protease regulatory subunit 7	PSMC2	P35998	1.964698249122733	1	0.15564337	2.229667949153948	16.09847411564655	14.94164524127586
Dual specificity mitogen-activated protein kinase kinase 2	MAP2K2	P36507	0.6875204130823587	0	0.42320815	1.243213801843746	14.63473933739185	14.3206649120109
ATP synthase subunit gamma, mitochondrial	ATP5C1	P36542	0.3743534174623484	0	0.62357676	1.124468575795484	14.62978772625181	14.46054438187906
60S ribosomal protein L4	RPL4	P36578	1.697501853175638	1	0.21205504	2.033479536402556	17.73355056340382	16.70960009086249
Lon protease homolog, mitochondrial	LONP1	P36776	0.01897897988431652	0	0.97567451	0.99427446493757	14.31280213997926	14.32108607870627
Serine/threonine-protein phosphatase PP1-gamma catalytic subunit	PPP1CC	P36873	1.105094485950001	0	0.24308604	1.405276962143841	14.44484788033051	13.95399338509172
Serpin B5	SERPINB5	P36952	1.639707379486682	0	0.10308672	0.6359961307670625	14.10849959970023	14.76140970602788
DNA-directed RNA polymerase II subunit RPB9	POLR2I	P36954	0.7752404410936968	0	0.33272675	0.8137580617026194	14.29455743893776	14.5918856030482
Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial	DLST	P36957	4.061328070265965	3	0.0051603122	3.420018474878023	15.41846773988417	13.6444636213394
Signal recognition particle 14 kDa protein	SRP14	P37108	2.040753414117527	1	0.1315189	2.234174033320916	15.50403246372167	14.34429089328548
Nuclear pore glycoprotein p62	NUP62	P37198	4.621409555787398	2	0.0012192115	0.3061926004166231	14.17668873704483	15.88417741346821
Hippocalcin-like protein 1;Neuron-specific calcium-binding protein hippocalcin	HPCAL1;HPCA	P37235;P84074	0.3931934168316005	0	0.58835739	1.119484553723341	14.22858838939087	14.06575376689082
Transgelin-2	TAGLN2	P37802;Q9UI15	8.738852634566532	3	4.7583444e-06	10.67606831135967	17.71335841634402	14.29704987967788
Transaldolase	TALDO1	P37837	1.046998969970938	0	0.36369601	0.6562250156349152	14.26485003020213	14.87258753390834
Electron transfer flavoprotein subunit beta	ETFB	P38117	0.546558406455496	0	0.4376469	0.8780151463045447	14.06627569308014	14.25395796061009
RNA-binding motif protein, X chromosome;RNA-binding motif protein, X chromosome, N-terminally processed	RBMX	P38159;O75526;Q8N7X1	13.33187126512152	2	5.3823084e-09	0.02991805628481242	15.04327095974159	20.10611070020491
V-type proton ATPase catalytic subunit A	ATP6V1A	P38606	3.141002830983252	3	0.019557791	2.698808625916049	15.97382141277856	14.54149873468838
Stress-70 protein, mitochondrial	HSPA9	P38646	8.916152822453988	3	1.9591762e-05	18.48427494532918	18.43216134053309	14.22393479142504
Eukaryotic initiation factor 4A-III;Eukaryotic initiation factor 4A-III, N-terminally processed	EIF4A3	P38919	0.8000771315190427	0	0.48410469	0.7144889346300507	17.00076686868011	17.48578329525263
40S ribosomal protein S19	RPS19	P39019	0.5045601194822709	0	0.62783074	1.233196497100041	16.45883740625748	16.15643470967541
60S ribosomal protein L3	RPL3	P39023;Q92901	0.6285986218715216	0	0.56855649	0.7666434978895391	17.4260988356265	17.80947107428879
Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit	DDOST	P39656	11.50887574129387	3	2.4108781e-08	14.83621512285513	18.30966150276051	14.41861031591
Acidic leucine-rich nuclear phosphoprotein 32 family member A;Acidic leucine-rich nuclear phosphoprotein 32 family member B	ANP32A;ANP32B	P39687;Q92688	0.6147308752534588	0	0.3797785	1.144138150962194	14.01001229065648	13.81575102728618
Flap endonuclease 1	FEN1	P39748	2.341033138725948	1	0.085173868	2.413855732812827	15.99275771969513	14.72141826554713
Homeobox protein cut-like 1	CUX1	P39880	0.8049309020976594	0	0.30557492	1.22268149556212	14.62833699063449	14.33828835505828
Macrophage-capping protein	CAPG	P40121	2.573916001737709	1	0.25022843	3.923803108299288	16.15544392247954	14.18319127180079
Adenylyl cyclase-associated protein 2	CAP2	P40123	0.2678291919202618	0	0.71047431	1.086266104246805	14.478012683291	14.35863511767155
T-complex protein 1 subunit zeta	CCT6A	P40227	6.489808170396646	3	7.434428e-05	5.13746243114272	18.37364153079765	16.0125855919989
Pre-B-cell leukemia transcription factor 1	PBX1	P40424	0.7500595305607458	0	0.28311527	1.150310101157538	14.38217268961806	14.18014985358399
60S ribosomal protein L13a	RPL13A	P40429;Q6NVV1	1.229838716040121	0	0.3035391	1.638133966920826	16.71139123001802	15.99933788432779
DNA mismatch repair protein Mlh1	MLH1	P40692	2.4252702148423	0	0.026314478	1.796843749412661	14.66156566599148	13.8161007060854
Signal transducer and activator of transcription 3	STAT3	P40763	0.2237178388270955	0	0.7413975	1.067154421193045	14.40517655267568	14.31140759809732
Malate dehydrogenase, cytoplasmic	MDH1	P40925	1.012698306348554	0	0.32740563	1.441713452582134	14.75589685507116	14.2281124045137
Malate dehydrogenase, mitochondrial	MDH2	P40926	8.601054384803202	3	1.5357586e-05	13.80747443113339	17.76938005182406	13.9820025011273
Replication factor C subunit 5	RFC5	P40937	0.01539572161546943	0	0.98975891	0.9924558702765489	16.3182584642989	16.32918360519124
Replication factor C subunit 3	RFC3	P40938	2.43586025688392	0	0.032880884	0.5166274797074739	13.95584404976984	14.90864776139619
Trifunctional enzyme subunit alpha, mitochondrial;Long-chain enoyl-CoA hydratase;Long chain 3-hydroxyacyl-CoA dehydrogenase	HADHA	P40939	5.165605338981617	3	0.00071895513	4.06232929421066	16.20383114906559	14.18152395919286
Eukaryotic translation initiation factor 2 subunit 3;Putative eukaryotic translation initiation factor 2 subunit 3-like protein	EIF2S3;EIF2S3L	P41091;Q2VIR3	4.872651047859829	3	0.0019095314	4.449298071968814	16.42982142913825	14.27624367687168
ETS translocation variant 3	ETV3	P41162	1.607032534482506	0	0.13260297	1.658162989023397	15.05806499870966	14.32847917529054
Transcription factor ETV6	ETV6	P41212	0.9389755060033433	0	0.25029427	0.7914519020361638	14.11844625786538	14.4558726749138
N-alpha-acetyltransferase 10	NAA10	P41227	1.551067832920721	0	0.20855339	0.547038737118646	13.79471601818258	14.66500111575556
Glycine--tRNA ligase	GARS	P41250	0.1200632713900696	0	0.86961186	0.9596706477411242	14.09344515000965	14.1528338769759
Isoleucine--tRNA ligase, cytoplasmic	IARS	P41252	1.900498314015802	0	0.085519351	1.780845955991114	15.01026568136946	14.17770295332931
Enoyl-CoA delta isomerase 1, mitochondrial	ECI1	P42126	0.8143789367488363	0	0.32612932	1.255070836363291	13.92723713064257	13.59946833827049
Lamina-associated polypeptide 2, isoform alpha;Thymopoietin;Thymopentin	TMPO	P42166	3.683925813654552	3	0.012399187	3.427885736747034	17.45018737995322	15.67286835970229
Signal transducer and activator of transcription 1-alpha/beta	STAT1	P42224	0.09728540300545596	0	0.89979774	1.036291801762613	14.23556772516952	14.18413742708732
Superkiller viralicidic activity 2-like 2	SKIV2L2	P42285	3.563989454112534	2	0.024100997	0.2595304154196329	14.75384330047921	16.6998677716053
Aldo-keto reductase family 1 member C3;Aldo-keto reductase family 1 member C1	AKR1C3;AKR1C1	P42330;Q04828;P52895;P17516	0.9948536495121729	0	0.3570393	1.461621404209433	14.58034191987572	14.03277225359414
Serine/threonine-protein kinase mTOR	MTOR	P42345	2.187393316449327	0	0.045644235	1.798481396143524	14.7552011985836	13.90842196256335
