LFQ intensity R159E_1	LFQ intensity R159E_2	LFQ intensity R159E_3	LFQ intensity R159E_4	LFQ intensity R159E_5	LFQ intensity R159E_6	LFQ intensity Untransfected_1	LFQ intensity Untransfected_2	LFQ intensity Untransfected_3	LFQ intensity Untransfected_4	LFQ intensity Untransfected_5	LFQ intensity Untransfected_6	LFQ intensity WT_1	LFQ intensity WT_2	LFQ intensity WT_3	LFQ intensity WT_4	LFQ intensity WT_5	LFQ intensity WT_6	Only identified by site	Reverse	Potential contaminant	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Q-value	Score	Intensity	MS/MS count	Protein IDs	Majority protein IDs	Protein names	Gene names	id
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				2	2	2	14.2	14.2	14.2	23.662	0	11.72	19449000	8	P09496-2;P09496-5;P09496-4;P09496-3;P09496	P09496-2;P09496-5;P09496-4;P09496-3;P09496	Clathrin light chain A	CLTA	433
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				5	5	5	18.5	18.5	18.5	45.098	0	12.164	26965000	9	P09543-2;P09543	P09543-2;P09543	2,3-cyclic-nucleotide 3-phosphodiesterase	CNP	434
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				6	6	6	20.5	20.5	20.5	32.818	0	8.285	5947700	7	P09601	P09601	Heme oxygenase 1	HMOX1	435
0	0	8758600	0	0	0	810770	0	0	0	0	0	0	0	0	0	0	0				15	15	15	40.9	40.9	40.9	54.177	0	47.733	386080000	27	P09622;P09622-2;P09622-3	P09622;P09622-2;P09622-3	Dihydrolipoyl dehydrogenase, mitochondrial	DLD	436
1744500	1192400	19590000	919220	949360	0	845340	0	3671300	2057900	3554500	0	1488800	3627200	3815500	1415400	0	0				19	19	19	53.2	53.2	53.2	38.746	0	89.21	724840000	102	P09651;P09651-3;P09651-2;Q32P51	P09651;P09651-3;P09651-2;Q32P51	Heterogeneous nuclear ribonucleoprotein A1;Heterogeneous nuclear ribonucleoprotein A1, N-terminally processed;Heterogeneous nuclear ribonucleoprotein A1-like 2	HNRNPA1;HNRNPA1L2	437
2458500	1942100	1165700	853570	0	0	0	538650	5364300	0	0	0	5222800	4479000	4960800	1839800	1049700	1531900				15	15	15	51.8	51.8	51.8	28.415	0	83.515	216000000	91	P09661	P09661	U2 small nuclear ribonucleoprotein A	SNRPA1	438
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				4	4	4	49.3	49.3	49.3	8.7813	0	4.914	33106000	4	P09669	P09669	Cytochrome c oxidase subunit 6C	COX6C	439
1160000	0	505310	0	0	0	0	0	992840	0	0	0	1259400	1323800	966800	0	0	0				9	9	9	11.8	11.8	11.8	113.08	0	20.393	33179000	31	P09874	P09874	Poly [ADP-ribose] polymerase 1	PARP1	440
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1	1	1	6.3	6.3	6.3	39.455	0	15.105	12120000	8	P09972	P09972	Fructose-bisphosphate aldolase C	ALDOC	441
0	0	34099000	0	0	0	0	0	0	0	0	0	0	2410400	0	0	0	0				5	3	3	31.2	24.2	24.2	13.509	0	20.433	543490000	11	Q71UI9;P0C0S5;Q71UI9-3;Q71UI9-4;Q71UI9-2	Q71UI9;P0C0S5;Q71UI9-3;Q71UI9-4;Q71UI9-2	Histone H2A.V;Histone H2A.Z	H2AFV;H2AFZ	442
23010000	19921000	1403500032	16409000	26894000	30078000	23893000	44053000	34732000	0	0	0	13378000	69904000	38685000	57130000	19683000	22623000				8	8	3	36.7	36.7	28.9	13.936	0	52.224	18198000000	89	Q99878;Q96KK5;Q9BTM1;Q16777;Q6FI13;P20671;P0C0S8;Q9BTM1-2	Q99878;Q96KK5;Q9BTM1;Q16777;Q6FI13;P20671;P0C0S8;Q9BTM1-2	Histone H2A type 1-J;Histone H2A type 1-H;Histone H2A.J;Histone H2A type 2-C;Histone H2A type 2-A;Histone H2A type 1-D;Histone H2A type 1	HIST1H2AJ;HIST1H2AH;H2AFJ;HIST2H2AC;HIST2H2AA3;HIST1H2AD;HIST1H2AG	443
4973700	0	0	0	0	0	1452400	0	0	0	0	0	0	0	0	0	0	0				5	5	5	18.1	18.1	18.1	30.992	0	11.742	22837000	12	Q01105-3;Q01105-4;Q01105-2;Q01105;P0DME0	Q01105-3;Q01105-4;Q01105-2;Q01105;P0DME0	Protein SET;Protein SETSIP	SET;SETSIP	444
9269500	7981300	3996800	7631700	6863300	7722300	7804800	7573600	9321300	15343000	8732000	476960	12170000	11006000	13304000	10957000	7709400	10777000				37	33	20	60.4	56.9	33.4	70.051	0	213.47	1482500000	397	P0DMV8;P0DMV9;P0DMV8-2	P0DMV8;P0DMV9;P0DMV8-2	Heat shock 70 kDa protein 1A;Heat shock 70 kDa protein 1B	HSPA1A;HSPA1B	445
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1	1	1	5.4	5.4	5.4	27.872	0	3.2135	3562200	7	P0DN76;Q01081	P0DN76;Q01081	Splicing factor U2AF 35 kDa subunit	U2AF1	446
2030700	1533800	0	2657000	3349700	0	0	1000100	2317800	3407700	1754200	0	2395600	2132000	2478500	3145500	2143200	2796800				11	11	11	30.7	30.7	30.7	60.586	0	80.237	110430000	87	P0DN79;P35520;P35520-2	P0DN79;P35520;P35520-2	Cystathionine beta-synthase	CBS	447
0	0	0	1756800	0	0	0	0	0	2411500	0	0	0	0	0	3972100	0	0				2	2	2	23.6	23.6	23.6	11.265	0	30.345	20454000	14	P0DOY3;P0DOY2;P0CG04;P0CF74;B9A064	P0DOY3;P0DOY2;P0CG04;P0CF74;B9A064	Ig lambda-1 chain C regions;Ig lambda-6 chain C region;Immunoglobulin lambda-like polypeptide 5	IGLC1;IGLC6;IGLL5	448
3185000	3484000	9633600	2439300	2564400	5039000	2063000	4697400	3516800	0	0	0	1200500	3344700	1763500	0	3210800	3066800				7	7	7	60.4	60.4	60.4	16.837	0	41.797	229830000	49	P0DP25;P0DP24;P0DP23;P27482;P02585	P0DP25;P0DP24;P0DP23			449
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				3	3	3	6.8	6.8	6.8	105.32	0	7.5054	12937000	2	P10253	P10253	Lysosomal alpha-glucosidase;76 kDa lysosomal alpha-glucosidase;70 kDa lysosomal alpha-glucosidase	GAA	450
6239200	10265000	14791000	2124200	1386600	3223400	14878000	12978000	5682300	0	0	0	3772800	5067400	4113500	0	1875300	0				9	9	4	37.7	37.7	18	40.648	0	55.133	327800000	60	P10321;P10321-2	P10321;P10321-2	HLA class I histocompatibility antigen, Cw-7 alpha chain	HLA-C	451
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				11	2	2	27.4	9.1	9.1	21.865	0	4.6793	25025000	3	P10412;P22492	P10412	Histone H1.4	HIST1H1E	452
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1	1	1	14.6	14.6	14.6	22.337	0.0054294	2.0675	5990200	1	P10415-2;P10415	P10415-2;P10415	Apoptosis regulator Bcl-2	BCL2	453
0	0	4179300	0	0	0	2067600	0	0	0	0	0	0	0	0	0	0	0				10	10	10	19	19	19	68.996	0	32.381	86122000	12	P10515	P10515	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial	DLAT	454
0	0	0	0	0	0	0	0	1728200	0	0	0	1208100	0	0	0	0	0				3	3	3	12.3	12.3	12.3	46.155	0	14.416	18479000	15	P10589;P24468-3;P24468-2;P24468	P10589;P24468-3;P24468-2;P24468	COUP transcription factor 1;COUP transcription factor 2	NR2F1;NR2F2	455
1009600	0	0	4457600	5720000	2858300	0	1971500	2461600	8080300	14215000	0	0	3122900	1240500	7170300	6991600	3280900				8	8	8	57.1	57.1	57.1	11.737	0	24.066	170580000	65	P10599;P10599-2	P10599;P10599-2	Thioredoxin	TXN	456
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1	1	1	9.3	9.3	9.3	13.696	0.0068627	2.0227	17509000	1	P10606	P10606	Cytochrome c oxidase subunit 5B, mitochondrial	COX5B	457
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				3	3	3	9.5	9.5	9.5	52.488	0	8.5528	31764000	4	P10619-2;P10619	P10619-2;P10619	Lysosomal protective protein;Lysosomal protective protein 32 kDa chain;Lysosomal protective protein 20 kDa chain	CTSA	458
0	0	4682400	0	0	0	2378700	2203000	0	0	0	0	0	1946200	0	0	0	0				5	5	5	30.3	30.3	30.3	17.598	0	13.514	92575000	14	P10620;P10620-2	P10620;P10620-2	Microsomal glutathione S-transferase 1	MGST1	459
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				4	4	4	17.8	17.8	17.8	38.002	0	10.575	5510800	7	P10644-2;P10644	P10644-2;P10644	cAMP-dependent protein kinase type I-alpha regulatory subunit;cAMP-dependent protein kinase type I-alpha regulatory subunit, N-terminally processed	PRKAR1A	460
13003000	19224000	170810000	1045400	3846200	3259900	110960000	15994000	5400800	212800	395610	889580	7322800	13060000	10587000	4649200	1898600	1881300				55	55	55	82.2	82.2	82.2	61.054	0	323.31	15371000000	566	P10809;P10809-2	P10809	60 kDa heat shock protein, mitochondrial	HSPD1	461
3834600	4883600	5601700	0	0	0	6044700	4010000	1467400	0	0	0	5388600	4729800	2384600	1483100	1373000	0				9	9	9	28.8	28.8	28.8	48.803	0	73.946	258670000	53	P10909-4;P10909-6;P10909;P10909-5;P10909-2;P10909-3	P10909-4;P10909-6;P10909;P10909-5;P10909-2;P10909-3	Clusterin;Clusterin beta chain;Clusterin alpha chain	CLU	462
52866000	73647000	76976000	25863000	7943600	4281500	108890000	56992000	11009000	6214300	514630	0	63742000	50125000	25996000	14181000	8966900	6508300				50	50	49	61.6	61.6	61.6	72.332	0	323.31	10464000000	799	P11021	P11021	78 kDa glucose-regulated protein	HSPA5	463
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				2	2	2	1.7	1.7	1.7	177.6	0	4.3274	6782900	3	P11047	P11047	Laminin subunit gamma-1	LAMC1	464
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				5	5	5	12.1	12.1	12.1	48.344	0	6.2867	26828000	7	P11117;P11117-2	P11117	Lysosomal acid phosphatase	ACP2	465
18477000	16684000	9836500	20359000	22238000	19772000	17949000	16529000	17673000	30159000	21513000	6310400	23479000	23343000	24060000	30340000	23414000	31380000				39	37	31	55.9	54.8	48	70.897	0	295.51	4289600000	712	P11142;P11142-2;P54652	P11142;P11142-2	Heat shock cognate 71 kDa protein	HSPA8	466
0	436510	469060	0	0	0	925510	0	0	0	0	0	0	0	0	0	0	0				2	2	2	3.7	3.7	3.7	54.083	0	3.7916	8422800	8	P11166	P11166	Solute carrier family 2, facilitated glucose transporter member 1	SLC2A1	467
0	0	13152000	0	0	0	0	661440	0	0	0	0	0	0	0	0	0	0				8	8	8	30.9	30.9	30.9	39.233	0	33.874	348630000	15	P11177;P11177-2;P11177-3	P11177;P11177-2;P11177-3	Pyruvate dehydrogenase E1 component subunit beta, mitochondrial	PDHB	468
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				7	7	7	17	17	17	53.486	0	12.658	41771000	8	P11182	P11182	Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex, mitochondrial	DBT	469
0	584090	1344900	0	0	0	0	734750	0	0	0	0	1298400	1765900	1491200	2732300	1755700	3706100				9	9	9	54.9	54.9	54.9	23.567	0	56.235	112510000	50	P11233;P11234;P11234-2;P11234-3	P11233;P11234;P11234-2	Ras-related protein Ral-A;Ras-related protein Ral-B	RALA;RALB	470
5172900	7653600	10440000	0	0	0	3320300	4474700	2332100	0	0	0	25328000	21027000	22254000	29011000	12070000	22001000				8	8	8	16.8	16.8	16.8	44.882	0	45.379	752760000	69	P11279;P11279-2	P11279;P11279-2	Lysosome-associated membrane glycoprotein 1	LAMP1	471
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				13	13	13	38.2	38.2	38.2	46.588	0	41.948	262920000	17	P11310;P11310-2	P11310;P11310-2	Medium-chain specific acyl-CoA dehydrogenase, mitochondrial	ACADM	472
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				3	3	2	2.4	2.4	1.5	174.38	0	6.5947	3953000	2	P11388;P11388-2;P11388-3;P11388-4	P11388;P11388-2;P11388-3;P11388-4	DNA topoisomerase 2-alpha	TOP2A	473
2508400	1938400	440450	0	0	0	1496400	1841500	5201200	529900	0	0	3126000	2563300	2491800	0	0	0				14	14	14	33.6	33.6	33.6	59.256	0	31.991	103190000	67	P11413;P11413-2;P11413-3	P11413;P11413-2;P11413-3	Glucose-6-phosphate 1-dehydrogenase	G6PD	474
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				31	31	31	39.8	39.8	39.8	129.63	0	125.15	692720000	41	P11498;P11498-2	P11498	Pyruvate carboxylase, mitochondrial	PC	475
3099400	2320200	157770	1699300	1239400	1029700	1001600	1971200	3782800	4749700	1735400	0	2939300	2327000	2760300	2563200	1580400	1704900				29	29	29	40.4	40.4	40.4	101.56	0	98.074	242060000	195	P11586	P11586	C-1-tetrahydrofolate synthase, cytoplasmic;Methylenetetrahydrofolate dehydrogenase;Methenyltetrahydrofolate cyclohydrolase;Formyltetrahydrofolate synthetase;C-1-tetrahydrofolate synthase, cytoplasmic, N-terminally processed	MTHFD1	476
0	413200	973500	0	0	0	0	0	0	0	0	0	1230200	650940	1122200	3140000	1179800	1717000				17	17	17	9.2	9.2	9.2	274.37	0	52.06	70514000	47	P11717	P11717	Cation-independent mannose-6-phosphate receptor	IGF2R	477
2449000	1986100	2350700	1583500	1715200	0	2582800	0	2111400	2185000	0	0	1761800	1889000	2988100	1913200	1656200	1932700				20	20	13	39.5	39.5	24.8	70.67	0	67.913	214160000	104	P11940;P11940-2;Q9H361;Q4VXU2;Q4VXU2-2;Q96DU9-2;Q96DU9;Q5JQF8	P11940;P11940-2	Polyadenylate-binding protein 1	PABPC1	478
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				2	2	2	43.1	43.1	43.1	12.155	0.0054375	2.079	18982000	3	P12074	P12074	Cytochrome c oxidase subunit 6A1, mitochondrial	COX6A1	479
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				15	2	2	49.3	6	6	33.064	0	4.2874	8503500	3	P12235	P12235	ADP/ATP translocase 1	SLC25A4	480
3676900	4539700	68328000	0	0	0	2690200	2682100	1136800	0	0	0	2096900	3156600	2792900	0	0	0				22	22	7	62.4	62.4	16.1	32.866	0	68.161	1680000000	64	P12236	P12236	ADP/ATP translocase 3;ADP/ATP translocase 3, N-terminally processed	SLC25A6	481
2848900	2602000	333680	4661300	5082100	2014200	2248500	1786900	7032000	11876000	10637000	2345000	5573100	4243600	5271300	6024500	4316500	4598900				24	24	24	52.1	52.1	52.1	55.804	0	160.31	467420000	242	P12268;P20839-2;P20839-4;P20839;P20839-3;P20839-7;P20839-5;P20839-6	P12268	Inosine-5-monophosphate dehydrogenase 2	IMPDH2	482
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				4	4	4	2.5	2.5	2.5	267.29	0	9.1225	12068000	4	P12270;P12270-2	P12270;P12270-2	Nucleoprotein TPR	TPR	483
0	0	0	3030600	2575200	0	0	0	0	0	0	0	0	0	0	0	0	0				6	6	6	53.4	53.4	53.4	16.572	0	8.6617	24002000	19	P12273	P12273	Prolactin-inducible protein	PIP	484
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				2	2	2	9.7	9.7	9.7	42.644	0.00054201	2.7809	1718400	0	P12277	P12277	Creatine kinase B-type	CKB	485
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				2	2	2	5.8	5.8	5.8	50.47	0	3.2831	9638900	2	P12694;P12694-2	P12694;P12694-2	2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial	BCKDHA	486
0	1378400	1738600	0	0	0	879330	0	1279100	0	0	0	0	874830	0	0	0	0				22	11	11	30.6	16.2	16.2	102.71	0	24.212	51305000	26	P12814-2;P12814;P12814-3;P12814-4	P12814-2;P12814;P12814-3;P12814-4	Alpha-actinin-1	ACTN1	487
2323100	2103500	768270	1389400	1090300	0	1839400	1202300	2562500	2739800	3647400	0	2516600	4036300	3932900	1801300	1292100	2485200				15	15	15	37.8	37.8	37.8	69.842	0	106.27	164870000	108	P12956;P12956-2	P12956;P12956-2	X-ray repair cross-complementing protein 6	XRCC6	488
0	685720	350230	0	0	0	0	0	0	0	0	0	720360	3385700	3278200	0	0	0				11	11	11	25.7	25.7	25.7	82.704	0	32.655	43328000	24	P13010	P13010	X-ray repair cross-complementing protein 5	XRCC5	489
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				9	9	9	52.1	52.1	52.1	19.576	0	17.071	162640000	13	P13073	P13073	Cytochrome c oxidase subunit 4 isoform 1, mitochondrial	COX4I1	490
1778300	1615800	2914700	0	0	0	1089400	0	0	0	0	0	3718500	2187300	2497100	2263300	1403300	2102600				5	5	5	13.2	13.2	13.2	44.96	0	14.518	96426000	33	P13473;P13473-2;P13473-3	P13473;P13473-2;P13473-3	Lysosome-associated membrane glycoprotein 2	LAMP2	491
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				16	2	2	20.2	3.4	3.4	111.75	0	3.2404	771490	1	P13637;P13637-2;P13637-3	P13637;P13637-2;P13637-3	Sodium/potassium-transporting ATPase subunit alpha-3	ATP1A3	492
6333900	6865500	2851000	5414900	4567600	5334000	4597300	6237300	6385300	6821900	12078000	6515600	4566600	6459400	6586000	5425600	4297000	4879000				20	19	19	31.6	30.4	30.4	95.337	0	74.784	354750000	174	P13639	P13639	Elongation factor 2	EEF2	493
2673300	5450900	12136000	373340	0	0	10003000	2915300	0	0	0	0	5064900	3569500	554700	0	0	0				38	38	38	55	55	55	72.932	0	165.62	780310000	158	P13667	P13667	Protein disulfide-isomerase A4	PDIA4	495
0	2395100	3878300	0	0	0	4795700	2432500	0	0	0	0	2219300	0	0	0	0	0				12	12	12	33.3	33.3	33.3	61.049	0	49.77	101780000	35	P13674;P13674-2;P13674-3	P13674;P13674-2;P13674-3	Prolyl 4-hydroxylase subunit alpha-1	P4HA1	496
1316100	1094400	0	1418100	1366800	0	877900	0	1629100	3421000	2087100	0	1546500	1474900	1239800	1613900	1156700	1212800				18	18	18	33.5	33.5	33.5	70.81	0	55.29	109940000	112	P13797;P13797-3;P13797-2;P13796;Q14651	P13797;P13797-3;P13797-2	Plastin-3	PLS3	497
0	0	11080000	0	0	0	0	0	0	0	0	0	0	0	185770	0	0	0				12	12	12	68.7	68.7	68.7	30.025	0	90.407	378680000	20	P13804-2;P13804	P13804-2;P13804	Electron transfer flavoprotein subunit alpha, mitochondrial	ETFA	498
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				2	2	2	8.4	8.4	8.4	43.066	0	3.0478	3356000	2	P13861-2;P13861	P13861-2;P13861	cAMP-dependent protein kinase type II-alpha regulatory subunit	PRKAR2A	499
0	1717400	7591800	0	0	0	9108000	9964400	4397500	0	0	0	0	2413500	0	4526200	0	0				4	4	4	25.8	25.8	25.8	14.177	0	10.836	174660000	32	P13987;P13987-2	P13987;P13987-2	CD59 glycoprotein	CD59	500
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				3	3	3	18.3	18.3	18.3	37.895	0	7.141	16688000	3	P13995;P13995-2	P13995;P13995-2	Bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, mitochondrial;NAD-dependent methylenetetrahydrofolate dehydrogenase;Methenyltetrahydrofolate cyclohydrolase	MTHFD2	501
4139300	3760000	3000500	77914000	103700000	80447000	4901200	18494000	21073000	53193000	292769984	27804000	2641100	26292000	7525500	98836000	89444000	80491000				5	5	5	58.3	58.3	58.3	12.476	0	17.77	1470000000	119	P14174	P14174	Macrophage migration inhibitory factor	MIF	502
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1	1	1	5.9	5.9	5.9	17.128	0.0025694	2.3633	6613200	3	P14209-3;P14209	P14209-3;P14209	CD99 antigen	CD99	503
8024300	14503000	8182500	3431700	417600	0	8476200	9878700	461340	0	0	0	5045700	8521400	2992700	355690	358590	0				20	20	20	27.6	27.6	27.6	59.177	0	73.848	779590000	138	P14314-2;P14314	P14314-2;P14314	Glucosidase 2 subunit beta	PRKCSH	504
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				2	2	2	5.9	5.9	5.9	50.513	0	5.9143	16608000	4	P14384	P14384	Carboxypeptidase M	CPM	505
6061200	7155200	3306000	4056000	3453700	2164700	6612600	6691100	7176900	6469000	3129600	0	5631900	7040000	7145300	4080600	3953700	2348800				31	31	31	69.3	69.3	69.3	57.936	0	128.83	655640000	239	P14618;P14618-2;P14618-3;P30613-2;P30613	P14618;P14618-2;P14618-3	Pyruvate kinase PKM	PKM	506
16343000	25055000	44346000	7117200	383000	377790	21933000	20434000	2878400	0	0	0	19572000	14588000	6057800	2230300	562170	217510				59	59	57	60.3	60.3	58.5	92.468	0	323.31	5499500000	503	P14625;Q58FF3	P14625	Endoplasmin	HSP90B1	507
2671900	2599800	1232600	2151300	2366500	3352600	0	0	1149200	0	0	0	1300100	1665200	2098600	0	2118900	1485500				10	8	8	58.7	47.1	47.1	22.764	0	23.073	107870000	59	P14649	P14649	Myosin light chain 6B	MYL6B	508
0	0	991080	0	0	0	0	0	541110	0	0	0	0	344500	329280	0	0	0				5	5	5	19	19	19	23.656	0	8.6319	27693000	13	P14678-2;P63162;P14678;P63162-2;P14678-3	P14678-2;P63162;P14678;P63162-2;P14678-3	Small nuclear ribonucleoprotein-associated proteins B and B;Small nuclear ribonucleoprotein-associated protein N	SNRPB;SNRPN	509
0	986400	7359100	0	0	0	2782300	0	2010000	1688500	1180700	0	859580	0	995120	0	0	0				16	16	15	38.2	38.2	37	64.132	0	62.054	175240000	49	P14866;P14866-2	P14866;P14866-2	Heterogeneous nuclear ribonucleoprotein L	HNRNPL	510
1738600	1737900	0	0	0	0	0	0	1416000	0	0	0	1998200	2188500	1800200	0	0	0				10	10	10	25	25	25	57.136	0	20.975	32821000	29	P14868;P14868-2	P14868;P14868-2	Aspartate--tRNA ligase, cytoplasmic	DARS	511
2382200	3156800	3335500	613350	1325100	0	5232300	3477500	480390	0	0	0	1382400	1440400	1494100	0	3238500	434410				20	20	19	34.1	34.1	33.2	81.744	0	90.814	239540000	114	P14923	P14923	Junction plakoglobin	JUP	512
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				2	2	2	18	18	18	13.53	0	4.0932	3768200	2	P14927;P14927-2	P14927;P14927-2	Cytochrome b-c1 complex subunit 7	UQCRB	513
0	0	0	0	0	0	0	0	1038400	1516000	0	0	1158200	1116500	1133700	0	0	0				8	8	8	22	22	22	42.064	0	23.447	22138000	23	P15104	P15104	Glutamine synthetase	GLUL	514
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1	1	1	3.6	3.6	3.6	39.304	0.00053908	2.748	6529100	3	P15151-3;P15151-2;P15151-4;P15151	P15151-3;P15151-2;P15151-4;P15151	Poliovirus receptor	PVR	515
896140	0	0	1026400	1083200	0	0	0	980850	1818900	828410	0	0	0	0	0	0	0				7	7	7	16.2	16.2	16.2	68.6	0	15.055	21982000	23	P15170-2;P15170-3;P15170;Q8IYD1	P15170-2;P15170-3;P15170;Q8IYD1	Eukaryotic peptide chain release factor GTP-binding subunit ERF3A;Eukaryotic peptide chain release factor GTP-binding subunit ERF3B	GSPT1;GSPT2	516
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1	1	1	4	4	4	44.881	0	2.9292	4943700	1	P15289-2;P15289	P15289-2;P15289	Arylsulfatase A;Arylsulfatase A component B;Arylsulfatase A component C	ARSA	517
0	0	5160200	0	0	0	0	0	0	0	0	0	7429000	5300400	7297100	7181700	4060800	7434500				8	8	8	35.3	35.3	35.3	42.537	0	56.673	268290000	65	P15291-2;P15291	P15291-2;P15291	Beta-1,4-galactosyltransferase 1;Lactose synthase A protein;N-acetyllactosamine synthase;Beta-N-acetylglucosaminylglycopeptide beta-1,4-galactosyltransferase;Beta-N-acetylglucosaminyl-glycolipid beta-1,4-galactosyltransferase;Processed beta-1,4-galactosyltransferase 1	B4GALT1	518
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				9	3	3	16.9	6.3	6.3	69.412	0	5.9809	4129000	3	P15311	P15311	Ezrin	EZR	519
0	1537700	1929200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				3	3	3	17.1	17.1	17.1	29.819	0	10.699	37902000	10	P15328	P15328	Folate receptor alpha	FOLR1	520
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				2	2	2	4.5	4.5	4.5	36.826	0	4.2647	2128600	3	P15529-16;P15529-7;P15529-4;P15529-6;P15529-3;P15529-5;P15529-2	P15529-16;P15529-7;P15529-4;P15529-6;P15529-3;P15529-5;P15529-2	Membrane cofactor protein	CD46	521
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				9	1	1	70.4	9.2	9.2	17.149	0	5.8297	15709000	5	P15531;P15531-2	P15531;P15531-2	Nucleoside diphosphate kinase A	NME1	522
0	753610	0	0	0	0	0	0	0	0	0	0	0	784410	716650	0	0	0				4	4	4	22	22	22	26.365	0	6.3521	8939900	8	P15559-3;P15559-2;P15559	P15559-3;P15559-2;P15559	NAD(P)H dehydrogenase [quinone] 1	NQO1	523
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				4	4	4	8.6	8.6	8.6	59.988	0	9.1812	34094000	6	P15586-2;P15586	P15586-2;P15586	N-acetylglucosamine-6-sulfatase	GNS	524
6085100	4467700	4810800	3460100	2831900	1454500	3334800	4123700	11919000	4732100	1708800	0	8895500	6791800	8855000	4805500	4180000	2854700				14	14	14	49.5	49.5	49.5	31.324	0	53.834	402270000	138	P15880	P15880	40S ribosomal protein S2	RPS2	525
688790	361210	275500	2100900	3179000	1093900	0	0	361070	510310	437010	0	2754900	792570	2216800	5405100	14833000	4370800				59	59	59	24.3	24.3	24.3	331.77	0	146.61	305350000	197	P15924;P15924-3;P15924-2	P15924;P15924-3;P15924-2	Desmoplakin	DSP	526
4166100	4053000	7371500	2260400	1826200	1198200	8171400	10790000	2113700	0	0	0	2095900	2675800	1549400	0	941110	0				9	9	9	11.6	11.6	11.6	81.537	0	47.405	312470000	72	P16070;P16070-16;P16070-5;P16070-7;P16070-3;P16070-4;P16070-6;P16070-17;P16070-8;P16070-10;P16070-11;P16070-13;P16070-14;P16070-12;P16070-18;P16070-15;P16070-9;P16070-19	P16070;P16070-16;P16070-5;P16070-7;P16070-3;P16070-4;P16070-6;P16070-17;P16070-8;P16070-10;P16070-11;P16070-13;P16070-14;P16070-12;P16070-18	CD44 antigen	CD44	527
0	0	21429000	0	0	0	0	0	1089900	0	0	0	0	1128000	0	1048900	0	0				6	3	0	35.9	23.7	0	14.233	0	55.144	297090000	10	Q96QV6;P16104	Q96QV6;P16104	Histone H2A type 1-A;Histone H2AX	HIST1H2AA;H2AFX	528
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1	1	1	0.7	0.7	0.7	194.46	0.0030472	2.2632	171860	1	P16144-4;P16144-2;P16144-3;P16144	P16144-4;P16144-2;P16144-3;P16144	Integrin beta-4	ITGB4	529
