"so_SHORTNAME"	"so_NAME"	"so_PID"	"so_ratioWave"	"so_allTWave"
"MYO1C"	"Unconventional myosin-Ic"	"O00159"	1.90796436906216	0.49706501
"RAB11FIP5"	"Rab11 family-interacting protein 5"	"Q9BXF6"	0.687564692156966	0.20249583
"SEC23IP"	"SEC23-interacting protein"	"Q9Y6Y8"	0.602416771967902	0.31473258
"RBPMS"	"RNA-binding protein with multiple splicing"	"Q93062"	0.59546640220309	0.32742047
"HTRA2"	"Serine protease HTRA2, mitochondrial"	"O43464"	0.76579538974477	0.14212915
"ARF4"	"ADP-ribosylation factor 4"	"P18085"	1.63938374225031	0.30265206
"NUP98"	"Nuclear pore complex protein Nup98-Nup96"	"P52948"	0.672804623776244	0.21892232
"EGFR"	"Epidermal growth factor receptor"	"P00533"	0.681360207850514	0.21192226
"ABCB6"	"ATP-binding cassette sub-family B member 6, mitochondrial"	"Q9NP58"	0.68049255603005	0.21329761
"TM9SF3"	"Transmembrane 9 superfamily member 3"	"Q9HD45"	0.710564535672089	0.18502796
"NUP153"	"Nuclear pore complex protein Nup153"	"P49790"	0.723176094202914	0.17613503
"SLC39A7"	"Zinc transporter SLC39A7"	"Q92504"	0.640545180107112	0.26366386
"DAZAP1"	"DAZ-associated protein 1"	"Q96EP5"	0.74000451561068	0.16328116
"SFN"	"14-3-3 protein sigma"	"P31947"	0.71835666115574	0.18032447
"POLR2B"	"DNA-directed RNA polymerase II subunit RPB2"	"P30876"	0.622797711201092	0.29147205
"HSDL2"	"Hydroxysteroid dehydrogenase-like protein 2"	"Q6YN16"	1.43778137461645	0.20253509
"LEMD2"	"LEM domain-containing protein 2"	"Q8NC56"	0.745024129245011	0.16121592
"PLXNB2"	"Plexin-B2"	"O15031"	0.611591248311097	0.3129569
"SMAD9"	"Mothers against decapentaplegic homolog 9"	"O15198"	1.82177349854177	0.44853735
"RHOG"	"Rho-related GTP-binding protein RhoG"	"P84095"	0.73057159485933	0.17396517
"CAP1"	"Adenylyl cyclase-associated protein 1"	"Q01518"	0.657578460054266	0.2468091
"EIF2AK2"	"Interferon-induced, double-stranded RNA-activated protein kinase"	"P19525"	0.70128073768269	0.19946148
"SLC25A11"	"Mitochondrial 2-oxoglutarate/malate carrier protein"	"Q02978"	0.621579396664584	0.29887837
"ATP1A1"	"Sodium/potassium-transporting ATPase subunit alpha-1"	"P05023"	0.572083090261873	0.39424041
"SCD"	"Acyl-CoA desaturase"	"O00767"	0.602824698474553	0.33172056
"SUCLG2"	"Succinyl-CoA ligase [GDP-forming] subunit beta, mitochondrial"	"Q96I99"	1.4854678128395	0.23079616
"SSB"	"Lupus La protein"	"P05455"	1.42897491422611	0.20431395
"GGCT"	"Gamma-glutamylcyclotransferase"	"O75223"	1.47379102273862	0.22646455
"RTN4"	"Reticulon-4"	"Q9NQC3"	0.565622482085389	0.41709721
"TPRG1L"	"Tumor protein p63-regulated gene 1-like protein"	"Q5T0D9"	1.75125054065828	0.40556282
"AGPAT1"	"1-acyl-sn-glycerol-3-phosphate acyltransferase alpha"	"Q99943"	0.634091796975613	0.28650534
"LMNB1"	"Lamin-B1"	"P20700"	0.490090374979377	0.67481321
"POFUT1"	"GDP-fucose protein O-fucosyltransferase 1"	"Q9H488"	0.68948024578903	0.218631
"LGMN"	"Legumain"	"Q99538"	1.39678879361611	0.19302015
"MCAM"	"Cell surface glycoprotein MUC18"	"P43121"	0.591434328032464	0.36411381
"TUBB6"	"Tubulin beta-6 chain"	"Q9BUF5"	0.581822666283861	0.3850961
"PREB"	"Prolactin regulatory element-binding protein"	"Q9HCU5"	1.26171543618807	0.13829134
"MRPL48"	"39S ribosomal protein L48, mitochondrial"	"Q96GC5"	0.739857861102039	0.17409426
"FOXRED1"	"FAD-dependent oxidoreductase domain-containing protein 1"	"Q96CU9"	0.752899771522878	0.16454664
"KLF16"	"Krueppel-like factor 16"	"Q9BXK1"	0.670695655996554	0.24299096
"RPL13"	"60S ribosomal protein L13"	"P26373"	1.5322994046637	0.26766863
"TMEM109"	"Transmembrane protein 109"	"Q9BVC6"	0.669777666292209	0.24626452
"KIAA0101"	"PCNA-associated factor"	"Q15004"	0.772837105365472	0.15351346
"HSD17B8"	"Estradiol 17-beta-dehydrogenase 8"	"Q92506"	0.763076534097477	0.16034341
"CD55"	"Complement decay-accelerating factor"	"P08174"	0.545059693004725	0.49198139
"QSOX2"	"Sulfhydryl oxidase 2"	"Q6ZRP7"	0.656413707278083	0.2658565
"BOLA2"	"BolA-like protein 2"	"Q9H3K6"	1.54547419006217	0.27886763
"SQSTM1"	"Sequestosome-1"	"Q13501"	0.684234220608695	0.23326708
"DDRGK1"	"DDRGK domain-containing protein 1"	"Q96HY6"	1.39793979587762	0.20163992
"PDE8B"	"High affinity cAMP-specific and IBMX-insensitive 3,5-cyclic phosphodiesterase 8B"	"O95263"	0.671749533658231	0.24951071
"TMED7"	"Transmembrane emp24 domain-containing protein 7"	"Q9Y3B3"	0.705497482608223	0.21270129
"DDX3X"	"ATP-dependent RNA helicase DDX3X"	"O00571"	0.65572049116442	0.27133599
"PSMD6"	"26S proteasome non-ATPase regulatory subunit 6"	"Q15008"	0.698418180316165	0.22060932
"MRPL55"	"39S ribosomal protein L55, mitochondrial"	"Q7Z7F7"	0.811151049262283	0.13444488
"CYB561A3"	"Cytochrome b ascorbate-dependent protein 3"	"Q8NBI2"	0.778189136962478	0.15528661
"RAD21"	"Double-strand-break repair protein rad21 homolog"	"O60216"	1.24701107036505	0.14096637
"EPPK1"	"Epiplakin"	"P58107"	1.48309108711061	0.25120065
"RAB27A"	"Ras-related protein Rab-27A"	"P51159"	0.657138838974311	0.27365693
"LEPREL2"	"Prolyl 3-hydroxylase 3"	"Q8IVL6"	0.581778834334229	0.41236445
"SMARCA5"	"SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5"	"O60264"	1.45353455630574	0.236334
"ARSA"	"Arylsulfatase A"	"P15289"	0.603403419733456	0.36684632
"ATP1B3"	"Sodium/potassium-transporting ATPase subunit beta-3"	"P54709"	0.557299110675141	0.48427752
"RAI14"	"Ankycorbin"	"Q9P0K7"	0.591648221272268	0.39731246
"EXOSC7"	"Exosome complex component RRP42"	"Q15024"	1.59045196692575	0.32497895
"UBQLN1"	"Ubiquilin-1"	"Q9UMX0"	1.32267868840762	0.17625977
"WASF2"	"Wiskott-Aldrich syndrome protein family member 2"	"Q9Y6W5"	0.651717667650486	0.28865594
"NME1"	"Nucleoside diphosphate kinase A"	"P15531"	0.722730062569966	0.20536789
"HMOX1"	"Heme oxygenase 1"	"P09601"	1.55285447263322	0.30151325
"CYC1"	"Cytochrome c1, heme protein, mitochondrial"	"P08574"	0.63982125132642	0.30855477
"RAVER1"	"Ribonucleoprotein PTB-binding 1"	"Q8IY67"	1.85261931484741	0.54330587
"RPL6"	"60S ribosomal protein L6"	"Q02878"	1.4909732153371	0.26420838
"CNP"	"2,3-cyclic-nucleotide 3-phosphodiesterase"	"P09543"	0.703817080719314	0.22558042
"UQCRH"	"Cytochrome b-c1 complex subunit 6, mitochondrial"	"P07919"	0.744377687691323	0.1873844
"ACTR2"	"Actin-related protein 2"	"P61160"	1.66690214970105	0.38430455
"C19orf43"	"Uncharacterized protein C19orf43"	"Q9BQ61"	0.658686336175861	0.28181636
"MARCKSL1"	"MARCKS-related protein"	"P49006"	0.60219858746226	0.37992731
"TMEM126A"	"Transmembrane protein 126A"	"Q9H061"	0.679699449528053	0.2541301
"MRPL53"	"39S ribosomal protein L53, mitochondrial"	"Q96EL3"	1.51182764407964	0.28013927
"FAHD1"	"Acylpyruvase FAHD1, mitochondrial"	"Q6P587"	1.58842544829444	0.33024925
"HSPE1"	"10 kDa heat shock protein, mitochondrial"	"P61604"	0.761574161735343	0.17556511
"TCEB2"	"Transcription elongation factor B polypeptide 2"	"Q15370"	0.741707355419202	0.19231282
"ARF1"	"ADP-ribosylation factor 1"	"P84077"	0.547963145908881	0.5264504
"PCCB"	"Propionyl-CoA carboxylase beta chain, mitochondrial"	"P05166"	1.497223035351	0.27338138
"SRPR"	"Signal recognition particle receptor subunit alpha"	"P08240"	0.553993934728856	0.51048231
"SDHAF2"	"Succinate dehydrogenase assembly factor 2, mitochondrial"	"Q9NX18"	0.702601214559336	0.23196462
"CTPS1"	"CTP synthase 1"	"P17812"	1.58101481772207	0.3292073
"DDX1"	"ATP-dependent RNA helicase DDX1"	"Q92499"	0.701997419973059	0.23432913
"ATP6V1B1"	"V-type proton ATPase subunit B, kidney isoform"	"P15313"	1.14401478569426	0.1131045
"NUP35"	"Nucleoporin NUP53"	"Q8NFH5"	0.739283730160939	0.19818839
"TXN"	"Thioredoxin"	"P10599"	1.69062549138098	0.41756195
"HARS2"	"Probable histidine--tRNA ligase, mitochondrial"	"P49590"	0.656560563962955	0.29716992
"HACD3"	"Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 3"	"Q9P035"	0.520504885426957	0.64413977
"TM9SF4"	"Transmembrane 9 superfamily member 4"	"Q92544"	0.735880494072774	0.20415904
"H2AFV"	"Histone H2A.V"	"Q71UI9"	1.67540281922101	0.41104582
"CSRP2"	"Cysteine and glycine-rich protein 2"	"Q16527"	1.69056684917232	0.42354998
"SPATA31D4"	"Putative spermatogenesis-associated protein 31D4"	"Q6ZUB0"	0.645703241550342	0.31726292
"SUMF2"	"Sulfatase-modifying factor 2"	"Q8NBJ7"	1.41342965007653	0.23456199
"TMED2"	"Transmembrane emp24 domain-containing protein 2"	"Q15363"	1.59127959832747	0.34870845
"HNRNPA2B1"	"Heterogeneous nuclear ribonucleoproteins A2/B1"	"P22626"	1.57144722565836	0.33530295
"NSDHL"	"Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating"	"Q15738"	1.73265708451957	0.46492934
"ECSIT"	"Evolutionarily conserved signaling intermediate in Toll pathway, mitochondrial"	"Q9BQ95"	0.635876487647498	0.33880353
"GSTK1"	"Glutathione S-transferase kappa 1"	"Q9Y2Q3"	0.782030353088117	0.17064229
"EIF4A3"	"Eukaryotic initiation factor 4A-III"	"P38919"	1.46476091357443	0.27020472
"SNRPB2"	"U2 small nuclear ribonucleoprotein B"	"P08579"	1.42815575187761	0.24842146
"GCSH"	"Glycine cleavage system H protein, mitochondrial"	"P23434"	1.43959833976488	0.25513697
"AFG3L2"	"AFG3-like protein 2"	"Q9Y4W6"	0.687591885705955	0.26525137
"FUBP3"	"Far upstream element-binding protein 3"	"Q96I24"	0.689131404596704	0.26416713
"GNB4"	"Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2"	"P62879"	1.63190889666097	0.39142674
"SLC7A6"	"Y+L amino acid transporter 2"	"Q92536"	0.706950233895705	0.2437415
"TUBG1"	"Tubulin gamma-1 chain"	"P23258"	1.62696266967745	0.39209059
"MRPL39"	"39S ribosomal protein L39, mitochondrial"	"Q9NYK5"	1.4546909818598	0.27119502
"PPIF"	"Peptidyl-prolyl cis-trans isomerase F, mitochondrial"	"P30405"	0.690582005419949	0.26811481
"DLD"	"Dihydrolipoyl dehydrogenase, mitochondrial"	"P09622"	0.73939074085122	0.21412286
"IVD"	"Isovaleryl-CoA dehydrogenase, mitochondrial"	"P26440"	1.35348300938432	0.21521577
"PRMT3"	"Protein arginine N-methyltransferase 3"	"O60678"	0.646813501063528	0.33489674
"ABCE1"	"ATP-binding cassette sub-family E member 1"	"P61221"	0.609817443379804	0.40751845
"CKB"	"Creatine kinase B-type"	"P12277"	1.4216241642541	0.25375277
"PDE4D"	"cAMP-specific 3,5-cyclic phosphodiesterase 4D"	"Q08499"	0.638412971703018	0.35028771
"FECH"	"Ferrochelatase, mitochondrial"	"P22830"	0.664061102663557	0.30986193
"NVL"	"Nuclear valosin-containing protein-like"	"O15381"	0.711734233647503	0.24641791
"RPL26"	"60S ribosomal protein L26"	"P61254"	1.32614179473169	0.20561859
"HSPD1"	"60 kDa heat shock protein, mitochondrial"	"P10809"	1.80583467356737	0.57421511
"ABHD17B"	"Alpha/beta hydrolase domain-containing protein 17B"	"Q5VST6"	1.59247737568102	0.37866342
"STARD7"	"StAR-related lipid transfer protein 7, mitochondrial"	"Q9NQZ5"	0.652980673933846	0.33280078
"CAPZB"	"F-actin-capping protein subunit beta"	"P47756"	1.55110631101553	0.34800473
"SLC16A1"	"Monocarboxylate transporter 1"	"P53985"	0.630648093156139	0.37548959
"FARSA"	"Phenylalanine--tRNA ligase alpha subunit"	"Q9Y285"	1.56359915030292	0.3587254
"TPP2"	"Tripeptidyl-peptidase 2"	"P29144"	0.706569725817932	0.25900161
"RPL29"	"60S ribosomal protein L29"	"P47914"	0.6700545416722	0.31065992
"KIF5B"	"Kinesin-1 heavy chain"	"P33176"	0.722990111683102	0.24262099
"SMC4"	"Structural maintenance of chromosomes protein 4"	"Q9NTJ3"	1.40163722374527	0.25551769
"S100A7"	"Protein S100-A7"	"P31151"	1.62335066130766	0.41634443
"BCAS1"	"Breast carcinoma-amplified sequence 1"	"O75363"	0.714548161492916	0.25462466
"TAF15"	"TATA-binding protein-associated factor 2N"	"Q92804"	0.693981053618787	0.28247643
"SEC61A1"	"Protein transport protein Sec61 subunit alpha isoform 1"	"P61619"	0.639337225706255	0.37251127
"GNAI3"	"Guanine nucleotide-binding protein G(k) subunit alpha"	"P08754"	0.666241616987783	0.32493868
"SLC7A5"	"Large neutral amino acids transporter small subunit 1"	"Q01650"	1.68795675385486	0.48081118
"TGM3"	"Protein-glutamine gamma-glutamyltransferase E"	"Q08188"	1.4946225549895	0.32148817
"EIF6"	"Eukaryotic translation initiation factor 6"	"P56537"	0.667369472667009	0.32658789
"HNRNPF"	"Heterogeneous nuclear ribonucleoprotein F"	"P52597"	0.727497409130507	0.24548288
"UBAP2L"	"Ubiquitin-associated protein 2-like"	"Q14157"	1.48954162321645	0.32250872
"SPG21"	"Maspardin"	"Q9NZD8"	1.45274524906132	0.2991212
"SLC25A24"	"Calcium-binding mitochondrial carrier protein SCaMC-1"	"Q6NUK1"	1.44153106422603	0.29185948
"TMEM181"	"Transmembrane protein 181"	"Q9P2C4"	0.736146849302391	0.24087502
"GOT2"	"Aspartate aminotransferase, mitochondrial"	"P00505"	0.743385761795145	0.23433776
"CPM"	"Carboxypeptidase M"	"P14384"	0.689570226625886	0.30205742
"LCN2"	"Neutrophil gelatinase-associated lipocalin"	"P80188"	0.750844012966115	0.22821231
"PPP2R2A"	"Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform"	"P63151"	0.672547641117649	0.32970598
"PLGRKT"	"Plasminogen receptor (KT)"	"Q9HBL7"	0.671003020894915	0.33233246
"NSL1"	"Kinetochore-associated protein NSL1 homolog"	"Q96IY1"	0.713246743134535	0.27189112
"FLOT1"	"Flotillin-1"	"O75955"	0.766027914493966	0.21481115
"LDHB"	"L-lactate dehydrogenase B chain"	"P07195"	1.31426253040411	0.22069263
"PAICS"	"Multifunctional protein ADE2"	"P22234"	1.48098864600172	0.33049858
"UTP18"	"U3 small nucleolar RNA-associated protein 18 homolog"	"Q9Y5J1"	0.751999991152558	0.23118995
"TUBA4A"	"Tubulin alpha-4A chain"	"P68366"	1.64692850300676	0.47269338
"PRCP"	"Lysosomal Pro-X carboxypeptidase"	"P42785"	0.628032056243014	0.42370653
"ATP6V1E1"	"V-type proton ATPase subunit E 1"	"P36543"	0.700966474987272	0.29475084
"SCO2"	"Protein SCO2 homolog, mitochondrial"	"O43819"	0.795377314474466	0.19405027
"CHD3"	"Chromodomain-helicase-DNA-binding protein 3"	"Q12873"	1.21458561656911	0.17334655
"SLC38A2"	"Sodium-coupled neutral amino acid transporter 2"	"Q96QD8"	0.798077298720228	0.19243839
"MAZ"	"Myc-associated zinc finger protein"	"P56270"	0.642135935851452	0.39837861
"TFB2M"	"Dimethyladenosine transferase 2, mitochondrial"	"Q9H5Q4"	0.718292197226048	0.27473974
"RRP15"	"RRP15-like protein"	"Q9Y3B9"	0.707864361089497	0.28849962
"TM4SF1"	"Transmembrane 4 L6 family member 1"	"P30408"	0.744548658340453	0.24411538
"HTRA1"	"Serine protease HTRA1"	"Q92743"	1.76211909808011	0.60178244
"SF3A3"	"Splicing factor 3A subunit 3"	"Q12874"	0.695535736821998	0.30632037
"CBX5"	"Chromobox protein homolog 5"	"P45973"	0.696344741669178	0.30620688
"DDX18"	"ATP-dependent RNA helicase DDX18"	"Q9NVP1"	0.729823809153798	0.2622453
"PTBP1"	"Polypyrimidine tract-binding protein 1"	"P26599"	0.77899289922716	0.21123341
"TUBA1C"	"Tubulin alpha-1C chain"	"Q9BQE3"	1.63484843080435	0.47164461
"HSPA9"	"Stress-70 protein, mitochondrial"	"P38646"	0.593299376718959	0.52243561
"SEMG2"	"Semenogelin-2"	"Q02383"	0.709339409241763	0.28994539
"BAG3"	"BAG family molecular chaperone regulator 3"	"O95817"	0.683552157587488	0.32810077
"TMEM209"	"Transmembrane protein 209"	"Q96SK2"	0.664456094969479	0.36156228
"SLC25A6;SLC25A4;SLC25A5"	"ADP/ATP translocase 3, N-terminally processed"	"P12235"	0.636785374343967	0.41686326
"RUFY1"	"RUN and FYVE domain-containing protein 1"	"Q96T51"	1.37906666127292	0.27175382
"TMEM11"	"Transmembrane protein 11, mitochondrial"	"P17152"	0.63512773902785	0.42242599
"SLC25A5"	"ADP/ATP translocase 1"	"P05141"	1.50580449433891	0.36616495
"NDUFAF2"	"Mimitin, mitochondrial"	"Q8N183"	0.689585672407733	0.32638758
"SLTM"	"SAFB-like transcription modulator"	"Q9NWH9"	0.685808836860574	0.33297721
"GTPBP4"	"Nucleolar GTP-binding protein 1"	"Q9BZE4"	0.680868063827817	0.34129837
"MRPS18A"	"28S ribosomal protein S18a, mitochondrial"	"Q9NVS2"	0.678747467488812	0.34511098
"MAGOHB"	"Protein mago nashi homolog 2"	"Q96A72"	1.40289512009375	0.29452136
"SEC24A"	"Protein transport protein Sec24A"	"O95486"	0.672428802605701	0.36019081
"FXR1"	"Fragile X mental retardation syndrome-related protein 1"	"P51114"	1.42378386929251	0.31286374
"PSMD8"	"26S proteasome non-ATPase regulatory subunit 8"	"P48556"	1.39136413387794	0.29040739
"NTHL1"	"Endonuclease III-like protein 1"	"P78549"	0.643846956607846	0.4192186
"NAPA"	"Alpha-soluble NSF attachment protein"	"P54920"	0.686283272986836	0.33938193
"HSP90B1"	"Endoplasmin"	"P14625"	1.75447005084553	0.63108355
"RPS8"	"40S ribosomal protein S8"	"P62241"	1.52729525114478	0.39999077
"ETFB"	"Electron transfer flavoprotein subunit beta"	"P38117"	0.681373791326529	0.35082445
"TIMM17A"	"Mitochondrial import inner membrane translocase subunit Tim17-A"	"Q99595"	0.708882176688287	0.30953732
"ACADM"	"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial"	"P11310"	0.763992921326611	0.24140537
"CWC15"	"Spliceosome-associated protein CWC15 homolog"	"Q9P013"	1.44505977202966	0.33560935
"CCT4"	"T-complex protein 1 subunit delta"	"P50991"	0.728329327066964	0.28333756
"SLC7A1"	"High affinity cationic amino acid transporter 1"	"P30825"	0.732473458531288	0.27871412
"MAP7"	"Ensconsin"	"Q14244"	1.51089435627162	0.39165467
"EMC4"	"ER membrane protein complex subunit 4"	"Q5J8M3"	0.757435610246017	0.25145087
"NDUFB6"	"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 6"	"O95139"	0.728466408710514	0.28640741
"APIP"	"Methylthioribulose-1-phosphate dehydratase"	"Q96GX9"	0.62034906393137	0.4884336
"ARPC1A"	"Actin-related protein 2/3 complex subunit 1A"	"Q92747"	0.760382983582616	0.24881065
"MCCC2"	"Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial"	"Q9HCC0"	0.693249754564956	0.3389214
"NDUFB11"	"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial"	"Q9NX14"	0.733459945761922	0.28185683
"RPL28"	"60S ribosomal protein L28"	"P46779"	0.716016875552689	0.30576378
"SUGT1"	"Suppressor of G2 allele of SKP1 homolog"	"Q9Y2Z0"	1.26753035230709	0.22254321
"TPP1"	"Tripeptidyl-peptidase 1"	"O14773"	0.782786550035022	0.22887458
"TBRG4"	"Protein TBRG4"	"Q969Z0"	0.729207656226359	0.28972647
"POLR2A"	"DNA-directed RNA polymerase II subunit RPB1"	"P24928"	0.73939585084733	0.27702782
"DNASE2"	"Deoxyribonuclease-2-alpha"	"O00115"	1.19984781474228	0.18653749
"TUBB4A"	"Tubulin beta-4B chain"	"P68371"	0.859247267674672	0.16857958
"AK3"	"GTP:AMP phosphotransferase AK3, mitochondrial"	"Q9UIJ7"	1.51584765814921	0.40790051
"MANBAL"	"Protein MANBAL"	"Q9NQG1"	0.684459811736799	0.36215001
"STAG2"	"Cohesin subunit SA-2"	"Q8N3U4"	0.802398716322636	0.21458571
"BDH1"	"D-beta-hydroxybutyrate dehydrogenase, mitochondrial"	"Q02338"	0.677678390053682	0.3778381
"UCHL5"	"Ubiquitin carboxyl-terminal hydrolase isozyme L5"	"Q9Y5K5"	0.767833621052993	0.25059855
"FLNC"	"Filamin-C"	"Q14315"	1.29971997066734	0.24902034
"SEC24C"	"Protein transport protein Sec24C"	"P53992"	1.50388339864045	0.40460271
"PSMA7"	"Proteasome subunit alpha type-7"	"O14818"	0.67578165608152	0.38504761
"PABPN1"	"Polyadenylate-binding protein 2"	"Q86U42"	0.661848236673546	0.41320652
"NUP107"	"Nuclear pore complex protein Nup107"	"P57740"	0.642011531332984	0.45723635
"TPI1"	"Triosephosphate isomerase"	"P60174"	1.48212808862547	0.38773215
"GSTM3"	"Glutathione S-transferase Mu 3"	"P21266"	1.42029095534653	0.33885866
"FADS2"	"Fatty acid desaturase 2"	"O95864"	0.736952138876498	0.29187214
"RSF1"	"Remodeling and spacing factor 1"	"Q96T23"	0.824972316302476	0.20119368
"ACTR3"	"Actin-related protein 3"	"P61158"	1.62116729548255	0.52995741
"SP1"	"Transcription factor Sp1"	"P08047"	0.685409205737109	0.37432525
"CFL1"	"Cofilin-1"	"P23528"	0.729525489096245	0.30429906
"BANF1"	"Barrier-to-autointegration factor"	"O75531"	0.6780332368837	0.38882476
"ATP5F1"	"ATP synthase F(0) complex subunit B1, mitochondrial"	"P24539"	1.45711501261435	0.37354371
"FRG1"	"Protein FRG1"	"Q14331"	0.714319178186675	0.32727799
"ECE1"	"Endothelin-converting enzyme 1"	"P42892"	1.43910372544218	0.35924685
"PDIA6"	"Protein disulfide-isomerase A6"	"Q15084"	1.57332218111709	0.4833622
"MRPL23"	"39S ribosomal protein L23, mitochondrial"	"Q16540"	0.715429333737228	0.32794222
"THEM6"	"Protein THEM6"	"Q8WUY1"	1.3889066496677	0.32150251
"SCP2"	"Non-specific lipid-transfer protein"	"P22307"	0.673930643552682	0.40057784
"B2M"	"Beta-2-microglobulin"	"P61769"	0.720919336283361	0.32082519
"DARS"	"Aspartate--tRNA ligase, cytoplasmic"	"P14868"	1.49215495538289	0.40994534
"RABGAP1L"	"Rab GTPase-activating protein 1-like, isoform 10"	"B7ZAP0"	1.35205651540231	0.29636437
"PDCD6IP"	"Programmed cell death 6-interacting protein"	"Q8WUM4"	0.792863295709987	0.23630333
"ADD1"	"Alpha-adducin"	"P35611"	0.746197368888	0.28935891
"VAPB"	"Vesicle-associated membrane protein-associated protein B/C"	"O95292"	1.63675155032549	0.56506568
"TXLNA"	"Alpha-taxilin"	"P40222"	0.759225307445633	0.27478915
"ATP6V1A"	"V-type proton ATPase catalytic subunit A"	"P38606"	1.50286392092807	0.42652714
"TGM1"	"Protein-glutamine gamma-glutamyltransferase K"	"P22735"	1.3376948077133	0.28994566
"SNAPIN"	"SNARE-associated protein Snapin"	"O95295"	1.35245913634069	0.30143359
"CDH2"	"Cadherin-2"	"P19022"	0.770236140038406	0.26323068
"SIAH1"	"E3 ubiquitin-protein ligase SIAH1"	"Q8IUQ4"	1.3750113362533	0.31945974
"TMCO1"	"Transmembrane and coiled-coil domain-containing protein 1"	"Q9UM00"	0.675280021156214	0.41064429
"PPT1"	"Palmitoyl-protein thioesterase 1"	"P50897"	0.73404815167753	0.31191146
"ARPC3"	"Actin-related protein 2/3 complex subunit 3"	"O15145"	1.44714165060626	0.38158602
"SPRYD7"	"SPRY domain-containing protein 7"	"Q5W111"	1.34551573584672	0.30110976
"GAA"	"Lysosomal alpha-glucosidase"	"P10253"	0.792447762844346	0.2435396
"PRSS21"	"Testisin"	"Q9Y6M0"	0.643570868733788	0.4869943
"CCT5"	"T-complex protein 1 subunit epsilon"	"P48643"	0.740836162356065	0.30575958
"GOLGA2"	"Golgin subfamily A member 2"	"Q08379"	0.674472382262521	0.41796106
"VPS37A"	"Vacuolar protein sorting-associated protein 37A"	"Q8NEZ2"	0.702354349946927	0.36555171
"MPRIP"	"Myosin phosphatase Rho-interacting protein"	"Q6WCQ1"	0.678410402294211	0.41372964
"CLINT1"	"Clathrin interactor 1"	"Q14677"	0.791805974494403	0.24764942
"SMEK1"	"Serine/threonine-protein phosphatase 4 regulatory subunit 3A"	"Q6IN85"	0.730053758606108	0.3246344
"MRPS12"	"28S ribosomal protein S12, mitochondrial"	"O15235"	0.710613553736257	0.35559702
"EBNA1BP2"	"Probable rRNA-processing protein EBP2"	"Q99848"	1.29391422004326	0.27007124
"ACTG1"	"Actin, cytoplasmic 2"	"P63261"	0.749727369926095	0.30012903
"RECQL"	"ATP-dependent DNA helicase Q1"	"P46063"	1.39812152152848	0.35167393
"RCC1"	"Regulator of chromosome condensation"	"P18754"	0.727906654111588	0.33555052
"SET"	"Protein SET"	"Q01105"	0.732644931136218	0.32858241
"SEC13"	"Protein SEC13 homolog"	"P55735"	1.44783850425815	0.40020609
"BOP1"	"Ribosome biogenesis protein BOP1"	"Q14137"	1.43016939767804	0.38466591
"MRPS28"	"28S ribosomal protein S28, mitochondrial"	"Q9Y2Q9"	0.755410889235629	0.30002332
"CTSB"	"Cathepsin B"	"P07858"	1.37337008300965	0.33937564
"TOMM22"	"Mitochondrial import receptor subunit TOM22 homolog"	"Q9NS69"	0.742959836619182	0.31774452
"ACOT1"	"Acyl-coenzyme A thioesterase 1"	"Q86TX2"	0.72685670023402	0.34222409
"COL5A1"	"Collagen alpha-1(V) chain"	"P20908"	0.619943642245612	0.58055878
"ANXA2"	"Annexin A2"	"P07355"	0.813574257379765	0.23700245
"UBXN4"	"UBX domain-containing protein 4"	"Q92575"	1.31652636403783	0.29873854
"DERL2"	"Derlin-2"	"Q9GZP9"	1.31345415433762	0.29837701
"UBE2G2"	"Ubiquitin-conjugating enzyme E2 G2"	"P60604"	1.24214331745409	0.24843983
"KHDRBS1"	"KH domain-containing, RNA-binding, signal transduction-associated protein 1"	"Q07666"	1.61106806339898	0.58975959
"NDUFV1"	"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial"	"P49821"	0.754094346313666	0.31007573
"NME3"	"Nucleoside diphosphate kinase 3"	"Q13232"	0.838354020264941	0.21826607
"GALNT7"	"N-acetylgalactosaminyltransferase 7"	"Q86SF2"	0.780356024728328	0.27710074
"MRPL45"	"39S ribosomal protein L45, mitochondrial"	"Q9BRJ2"	0.712085147742192	0.37771744
"MBOAT7"	"Lysophospholipid acyltransferase 7"	"Q96N66"	0.746982592765772	0.32237136
"APMAP"	"Adipocyte plasma membrane-associated protein"	"Q9HDC9"	0.657717141583916	0.49343279
"TBC1D15"	"TBC1 domain family member 15"	"Q8TC07"	0.683755037310565	0.43409577
"PSMD14"	"26S proteasome non-ATPase regulatory subunit 14"	"O00487"	0.786384707808094	0.2733894
"OXSM"	"3-oxoacyl-[acyl-carrier-protein] synthase, mitochondrial"	"Q9NWU1"	0.813813993825146	0.24404883
